t,xcm,xcm_unwrapped,A,Iuv_global,Iuv_local
6.000000000000000888e-01,4.850445478471493743e+01,4.517304454784719383e+03,7.859711647274776336e-01,5.601162577559955225e-02,5.601162577559957306e-02
6.075000000000000400e-01,4.938691981259206898e+01,4.597986919812597080e+03,7.859585303812914869e-01,5.601425474432328994e-02,5.601425474432330381e-02
6.150000000000001021e-01,5.026926771036247743e+01,4.678669267710367421e+03,7.859277932091650598e-01,5.601819751838186395e-02,5.601819751838186395e-02
6.225000000000000533e-01,5.115143703171392531e+01,4.759351437031718888e+03,7.859045040875500820e-01,5.602425488610329046e-02,5.602425488610330434e-02
6.300000000000000044e-01,5.203337772690017005e+01,4.840033377726905201e+03,7.859125934699678906e-01,5.603281551604126498e-02,5.603281551604127886e-02
6.375000000000000666e-01,5.291500778047483777e+01,4.920715007780480846e+03,7.858894617069476229e-01,5.604454447085144980e-02,5.604454447085147062e-02
6.450000000000000178e-01,5.379618114559439590e+01,5.001396181145600167e+03,7.858262855244123601e-01,5.606048228236316239e-02,5.606048228236314851e-02
6.525000000000000799e-01,5.467686131291159057e+01,5.082076861312917572e+03,7.857122914870477981e-01,5.608119621626989765e-02,5.608119621626989071e-02
6.600000000000000311e-01,5.555696319904311764e+01,5.162756963199049096e+03,7.855480974643843650e-01,5.610748165389083109e-02,5.610748165389083109e-02
6.675000000000000933e-01,5.643637408575980885e+01,5.243436374085766147e+03,7.854017571030601497e-01,5.614022672700878791e-02,5.614022672700880179e-02
6.750000000000000444e-01,5.731500197055461854e+01,5.324115001970561025e+03,7.851713083535161175e-01,5.618004252008510641e-02,5.618004252008511334e-02
6.825000000000001066e-01,5.819271835640822133e+01,5.404792718356415207e+03,7.848414632211080377e-01,5.622768467669916198e-02,5.622768467669915504e-02
6.900000000000000577e-01,5.906935973602978862e+01,5.485469359736036495e+03,7.843986941414125003e-01,5.628396611208982131e-02,5.628396611208982825e-02
6.975000000000000089e-01,5.994488731417839489e+01,5.566144887314185326e+03,7.839630193480092712e-01,5.634907652963936503e-02,5.634907652963935809e-02
7.050000000000000711e-01,6.081919899499208526e+01,5.646819198994999169e+03,7.833911642553565979e-01,5.642341421881939822e-02,5.642341421881938435e-02
7.125000000000000222e-01,6.169219384769616710e+01,5.727492193847703675e+03,7.826664011921370401e-01,5.650722964973107360e-02,5.650722964973105972e-02
7.200000000000000844e-01,6.256378708447650183e+01,5.808163787084484284e+03,7.819099303903452869e-01,5.660050868466782320e-02,5.660050868466782320e-02
7.275000000000000355e-01,6.343386359013111075e+01,5.888833863590139117e+03,7.810169638987188856e-01,5.670329377976222190e-02,5.670329377976222884e-02
7.350000000000000977e-01,6.430230773246631770e+01,5.969502307732474037e+03,7.799573065854645826e-01,5.681555821716834792e-02,5.681555821716834098e-02
7.425000000000000488e-01,6.516910808766681384e+01,6.050169108087675340e+03,7.788779546801177789e-01,5.693670710637875609e-02,5.693670710637874222e-02
7.500000000000001110e-01,6.603419141513087709e+01,6.130834191415139685e+03,7.775866387437708749e-01,5.706639296404035500e-02,5.706639296404034806e-02
7.575000000000000622e-01,6.689750115949883025e+01,6.211497501159507010e+03,7.762606052880842711e-01,5.720403464238609653e-02,5.720403464238609653e-02
7.650000000000000133e-01,6.775898519683484267e+01,6.292158985196843787e+03,7.747400669776313142e-01,5.734898551913841791e-02,5.734898551913841791e-02
7.725000000000000755e-01,6.861854660581209941e+01,6.372818546605821211e+03,7.731737757198909877e-01,5.750068238126155445e-02,5.750068238126155445e-02
7.800000000000000266e-01,6.947615494051314045e+01,6.453476154940522065e+03,7.713972435317605347e-01,5.765834270482777385e-02,5.765834270482777385e-02
7.875000000000000888e-01,7.033180919104438544e+01,6.534131809191053435e+03,7.696185862536243372e-01,5.782085134810430183e-02,5.782085134810430876e-02
7.950000000000000400e-01,7.118546629151511240e+01,6.614785466291524244e+03,7.676417779832004351e-01,5.798730896495851717e-02,5.798730896495851023e-02
8.025000000000001021e-01,7.203710476666333307e+01,6.695437104766672746e+03,7.655828086797410448e-01,5.815674472346408358e-02,5.815674472346407664e-02
8.100000000000000533e-01,7.288666168660375888e+01,6.776086661686613297e+03,7.634391942886392668e-01,5.832841446000273933e-02,5.832841446000273933e-02
8.175000000000001155e-01,7.373405926542530153e+01,6.856734059265435462e+03,7.611380521990543935e-01,5.850170216928033545e-02,5.850170216928033545e-02
8.250000000000000666e-01,7.457934674184238588e+01,6.937379346741852714e+03,7.587363538511885386e-01,5.867550189873778355e-02,5.867550189873779048e-02
8.325000000000000178e-01,7.542248663038719769e+01,7.018022486630397907e+03,7.562969419991500963e-01,5.884922357712259189e-02,5.884922357712261271e-02
8.400000000000000799e-01,7.626345155696115796e+01,7.098663451556971268e+03,7.537308457672204920e-01,5.902214753150276938e-02,5.902214753150275550e-02
8.475000000000000311e-01,7.710213707474476053e+01,7.179302137074755592e+03,7.510510262637875023e-01,5.919393080870093832e-02,5.919393080870092444e-02
8.550000000000000933e-01,7.793853858484575881e+01,7.259938538584856360e+03,7.482689261860384633e-01,5.936390397544007158e-02,5.936390397544003689e-02
8.625000000000000444e-01,7.877268514487893469e+01,7.340572685144889874e+03,7.453944669359019448e-01,5.953138348989163442e-02,5.953138348989163442e-02
8.700000000000001066e-01,7.960452232411431339e+01,7.421204522324125719e+03,7.424638141196105989e-01,5.969616500134382331e-02,5.969616500134382331e-02
8.775000000000000577e-01,6.339149573877684851e-01,7.422033914957399247e+03,7.394622098722959391e-01,5.985822599004030770e-02,5.985822599004030076e-02
8.850000000000001199e-01,1.460916989371056518e+00,7.502660916989382713e+03,7.363728685197411528e-01,6.001685749440614087e-02,6.001685749440613393e-02
8.925000000000000711e-01,2.285554332607174111e+00,7.583285554332618631e+03,7.331994549192372146e-01,6.017164820420250332e-02,6.017164820420251026e-02
9.000000000000000222e-01,3.107653775965610432e+00,7.663907653775977451e+03,7.299440463200910223e-01,6.032313334317119385e-02,6.032313334317119385e-02
9.075000000000000844e-01,3.927241850788294464e+00,7.744527241850800237e+03,7.266071362286171675e-01,6.047072107557793091e-02,6.047072107557794479e-02
9.150000000000000355e-01,4.744416604606887411e+00,7.825144416604619437e+03,7.232020635647937734e-01,6.061374480734117720e-02,6.061374480734119108e-02
9.225000000000000977e-01,5.558908982757853501e+00,7.905758908982770663e+03,7.197639979332860483e-01,6.075340793375804543e-02,6.075340793375805237e-02
9.300000000000000488e-01,6.370917820625217942e+00,7.986370917820638169e+03,7.162546450549279742e-01,6.088842538511963359e-02,6.088842538511964053e-02
9.375000000000001110e-01,7.180327488432029170e+00,8.066980327488445255e+03,7.126686964881647768e-01,6.101923030952688398e-02,6.101923030952688398e-02
9.450000000000000622e-01,7.987114496251696671e+00,8.147587114496264803e+03,7.089992632509356518e-01,6.114589405745621264e-02,6.114589405745620571e-02
9.525000000000001243e-01,8.791340611470866762e+00,8.228191340611483611e+03,7.052378570819173298e-01,6.126785629287641310e-02,6.126785629287641310e-02
9.600000000000000755e-01,9.592903871973449625e+00,8.308792903871984890e+03,7.014143899955143091e-01,6.138575966835194825e-02,6.138575966835194825e-02
9.675000000000000266e-01,1.039187394977750678e+01,8.389391873949787623e+03,6.976077375953274595e-01,6.149891211814616232e-02,6.149891211814616232e-02
9.750000000000000888e-01,1.118824425841053838e+01,8.469988244258420309e+03,6.936952195892313044e-01,6.160765018461249881e-02,6.160765018461249187e-02
9.825000000000000400e-01,1.198194504687268491e+01,8.550581945046882538e+03,6.896624740938742670e-01,6.171185642270495680e-02,6.171185642270494293e-02
9.900000000000001021e-01,1.277309428505638067e+01,8.631173094285064508e+03,6.856527215301352340e-01,6.181140906519733830e-02,6.181140906519733136e-02
9.975000000000000533e-01,1.356163149799239243e+01,8.711761631498000497e+03,6.815731754868378234e-01,6.190618326134528920e-02,6.190618326134530308e-02
1.005000000000000115e+00,1.434752477948166849e+01,8.792347524779488595e+03,6.773439780499559415e-01,6.199655129573677231e-02,6.199655129573677925e-02
1.012500000000000178e+00,1.513088449806986269e+01,8.872930884498076921e+03,6.731844372722359804e-01,6.208200708007817481e-02,6.208200708007817481e-02
1.020000000000000018e+00,1.591174001524105996e+01,8.953511740015246687e+03,6.688915501238477113e-01,6.216230215324786146e-02,6.216230215324784064e-02
1.027500000000000080e+00,1.668997981862362323e+01,9.034089979818629217e+03,6.645338661450581608e-01,6.223807650793430901e-02,6.223807650793432983e-02
1.035000000000000142e+00,1.746567725485349598e+01,9.114665677254857655e+03,6.601666659296892004e-01,6.230906185250072865e-02,6.230906185250072865e-02
1.042499999999999982e+00,1.823888499508873551e+01,9.195238884995093031e+03,6.556432169766800433e-01,6.237492237590377964e-02,6.237492237590378658e-02
1.050000000000000044e+00,1.900961716418348146e+01,9.275809617164186420e+03,6.511844242789807113e-01,6.243571166751508278e-02,6.243571166751506890e-02
1.057500000000000107e+00,1.977789855631731086e+01,9.356377898556320361e+03,6.465198070343205483e-01,6.249135936473229624e-02,6.249135936473229624e-02
1.065000000000000169e+00,2.054373332251040907e+01,9.436943733322512344e+03,6.419460100676755987e-01,6.254197644981875082e-02,6.254197644981873694e-02
1.072500000000000009e+00,2.130714958135929038e+01,9.517507149581360864e+03,6.371577396355408984e-01,6.258744133423034539e-02,6.258744133423037315e-02
1.080000000000000071e+00,2.206818654181193651e+01,9.598068186541811883e+03,6.324400377953497410e-01,6.262757884761059601e-02,6.262757884761060989e-02
1.087500000000000133e+00,2.282685939378774620e+01,9.678626859393787527e+03,6.275391832824416261e-01,6.266245605979217648e-02,6.266245605979217648e-02
1.095000000000000195e+00,2.358319532528224372e+01,9.759183195325280394e+03,6.226440828496203617e-01,6.269204830509202131e-02,6.269204830509202131e-02
1.102500000000000036e+00,2.433723160786239958e+01,9.839737231607859940e+03,6.176360204280066935e-01,6.271621517070684326e-02,6.271621517070682938e-02
1.110000000000000098e+00,2.508898396275862908e+01,9.920288983962755083e+03,6.125267103912448441e-01,6.273501656796745540e-02,6.273501656796742765e-02
1.117500000000000160e+00,2.583849725088182581e+01,1.000083849725087748e+04,6.074121859890063702e-01,6.274835524568550538e-02,6.274835524568549150e-02
1.125000000000000000e+00,2.658569408220382257e+01,1.008138569408219882e+04,6.020502926416868572e-01,6.275662625238483117e-02,6.275662625238483117e-02
1.132500000000000062e+00,2.733073772547173874e+01,1.016193073772546632e+04,5.968269267520792676e-01,6.275919922869140077e-02,6.275919922869140077e-02
1.140000000000000124e+00,2.807363651856924136e+01,1.024247363651856358e+04,5.913484086797994310e-01,6.275618913820868450e-02,6.275618913820868450e-02
1.147500000000000187e+00,2.881440832366797622e+01,1.032301440832366097e+04,5.858390452897686007e-01,6.274762365713205947e-02,6.274762365713204559e-02
1.155000000000000027e+00,2.955296687126794453e+01,1.040355296687126065e+04,5.802424062932232118e-01,6.273398958612118326e-02,6.273398958612118326e-02
1.162500000000000089e+00,3.028949649309542025e+01,1.048408949649308670e+04,5.744120149167658562e-01,6.271468823253541214e-02,6.271468823253541214e-02
1.170000000000000151e+00,3.102396910286105935e+01,1.056462396910285315e+04,5.686964456725237538e-01,6.268986352221053715e-02,6.268986352221053715e-02
1.177499999999999991e+00,3.175637328568653928e+01,1.064515637328567755e+04,5.626930279126838297e-01,6.265960751574338461e-02,6.265960751574338461e-02
1.185000000000000053e+00,3.248686359109416344e+01,1.072568686359108324e+04,5.566896648664487746e-01,6.262350645836030349e-02,6.262350645836030349e-02
1.192500000000000115e+00,3.321523763379456540e+01,1.080621523763378354e+04,5.505727426739430719e-01,6.258256884360599570e-02,6.258256884360602346e-02
1.200000000000000178e+00,3.394179420466390695e+01,1.088674179420465225e+04,5.442196328811655937e-01,6.253565269975724927e-02,6.253565269975726315e-02
1.207500000000000018e+00,3.466631019777402400e+01,1.096726631019776141e+04,5.380070621674617470e-01,6.248365135602718806e-02,6.248365135602717418e-02
1.215000000000000080e+00,3.538903803555703576e+01,1.104778903803554385e+04,5.314962818429318503e-01,6.242596424824194135e-02,6.242596424824194135e-02
1.222500000000000142e+00,3.610979685100575409e+01,1.112830979685099192e+04,5.250267284586497274e-01,6.236322196547883223e-02,6.236322196547884611e-02
1.230000000000000204e+00,3.682879615171412269e+01,1.120882879615169986e+04,5.184666456877012886e-01,6.229473542959054755e-02,6.229473542959054755e-02
1.237500000000000044e+00,3.754597547563061966e+01,1.128934597547561498e+04,5.116926381926306666e-01,6.222107457701557542e-02,6.222107457701558930e-02
1.245000000000000107e+00,3.826133869477312999e+01,1.136986133869475634e+04,5.051262872898372169e-01,6.214203878979444179e-02,6.214203878979442791e-02
1.252500000000000169e+00,3.897499064473643671e+01,1.145037499064471922e+04,4.983022200874360208e-01,6.205769964675392908e-02,6.205769964675392908e-02
1.260000000000000009e+00,3.968693759547375777e+01,1.153088693759545640e+04,4.915788801351886894e-01,6.196786849170515810e-02,6.196786849170515116e-02
1.267500000000000071e+00,4.039709884436222609e+01,1.161139709884434342e+04,4.848380203698269275e-01,6.187322101447508688e-02,6.187322101447508688e-02
1.275000000000000133e+00,4.110566425394912216e+01,1.169190566425393081e+04,4.779644532121992695e-01,6.177292412479903905e-02,6.177292412479903905e-02
1.282500000000000195e+00,4.181260096809337057e+01,1.177241260096807309e+04,4.713692812607687688e-01,6.166752212035701841e-02,6.166752212035700453e-02
1.290000000000000036e+00,4.251796266252431877e+01,1.185291796266250458e+04,4.646046237915605337e-01,6.155667041439360360e-02,6.155667041439358972e-02
1.297500000000000098e+00,4.322162872929578725e+01,1.193342162872927474e+04,4.580740054075523870e-01,6.144111940052836285e-02,6.144111940052836979e-02
1.305000000000000160e+00,4.392379077871375159e+01,1.201392379077869191e+04,4.515700972436875738e-01,6.132018752659071370e-02,6.132018752659072064e-02
1.312500000000000000e+00,4.462446202506217929e+01,1.209442446202503925e+04,4.451521608023061294e-01,6.119392805846902983e-02,6.119392805846902983e-02
1.320000000000000062e+00,4.532365371528167231e+01,1.217492365371525921e+04,4.389760426433862439e-01,6.106253965645194043e-02,6.106253965645194043e-02
1.327500000000000124e+00,4.602139664334435309e+01,1.225542139664331989e+04,4.328080505480754181e-01,6.092587939356919335e-02,6.092587939356919335e-02
1.335000000000000187e+00,4.671772043226751236e+01,1.233591772043224228e+04,4.270208613228502759e-01,6.078400319433264337e-02,6.078400319433263643e-02
1.342500000000000027e+00,4.741265295146791203e+01,1.241641265295144331e+04,4.212271790087672163e-01,6.063702147528099440e-02,6.063702147528099440e-02
1.350000000000000089e+00,4.810623153265719054e+01,1.249690623153263186e+04,4.158782239480073861e-01,6.048478226743080055e-02,6.048478226743080749e-02
1.357500000000000151e+00,4.879849094257260589e+01,1.257739849094254532e+04,4.105574653069132274e-01,6.032725139054679470e-02,6.032725139054678776e-02
1.365000000000000213e+00,4.948947269003485161e+01,1.265788947269000710e+04,4.056725649215925933e-01,6.016439287856804180e-02,6.016439287856803486e-02
1.372500000000000053e+00,5.017921901651366312e+01,1.273837921901648588e+04,4.008590674599928350e-01,5.999617521600479619e-02,5.999617521600479619e-02
1.380000000000000115e+00,5.086776350626455923e+01,1.281886776350623586e+04,3.964594924517808039e-01,5.982254941954073812e-02,5.982254941954073119e-02
1.387500000000000178e+00,5.155515461770195174e+01,1.289935515461767136e+04,3.921496609242950404e-01,5.964340630113131730e-02,5.964340630113131730e-02
1.395000000000000018e+00,5.224144406801134011e+01,1.297984144406798077e+04,3.882151952826960462e-01,5.945863464678441401e-02,5.945863464678441401e-02
1.402500000000000080e+00,5.292669048915814045e+01,1.306032669048912612e+04,3.843748855076497550e-01,5.926805580592795636e-02,5.926805580592795636e-02
1.410000000000000142e+00,5.361094338768761247e+01,1.314081094338765615e+04,3.808359935267625618e-01,5.907162438823368444e-02,5.907162438823367057e-02
1.417500000000000204e+00,5.429427433274199188e+01,1.322129427433270939e+04,3.774252522409378696e-01,5.886916383293491067e-02,5.886916383293491761e-02
1.425000000000000044e+00,5.497676572822938112e+01,1.330177676572819655e+04,3.741445923213787550e-01,5.866041299606076370e-02,5.866041299606076370e-02
1.432500000000000107e+00,5.565847854783547888e+01,1.338225847854780113e+04,3.710951782998269666e-01,5.844511055878783695e-02,5.844511055878783695e-02
1.440000000000000169e+00,5.633937347368724602e+01,1.346273937347365245e+04,3.681358094318930019e-01,5.822347967871241425e-02,5.822347967871241425e-02
1.447500000000000009e+00,5.701965898196316118e+01,1.354321965898192684e+04,3.652661695876937009e-01,5.799487889248423206e-02,5.799487889248423900e-02
