t,A,Iuv
2.865000000000000213e+00,8.557183321925547759e-01,5.959400170360942134e-02
2.872500000000000053e+00,8.554723171183088448e-01,5.957482489700743206e-02
2.880000000000000338e+00,8.550598717444439778e-01,5.960401091948919899e-02
2.887500000000000178e+00,8.556285919086544789e-01,5.961883491542896429e-02
2.895000000000000018e+00,8.555510013729841212e-01,5.960900817914588368e-02
2.902500000000000302e+00,8.548942823180617490e-01,5.962711033813423989e-02
2.910000000000000142e+00,8.554480882488656457e-01,5.965176367996851553e-02
2.917500000000000426e+00,8.555506750768835378e-01,5.965274824856920538e-02
2.925000000000000266e+00,8.550610296963108148e-01,5.965996515111804399e-02
2.932500000000000107e+00,8.551461381065538214e-01,5.969470867599833280e-02
2.940000000000000391e+00,8.554459327296474180e-01,5.970685806562524983e-02
2.947500000000000231e+00,8.551416857972273800e-01,5.970381498995606245e-02
2.955000000000000071e+00,8.546788495821924236e-01,5.974849846313650542e-02
2.962500000000000355e+00,8.552002122063917522e-01,5.977158045972782996e-02
2.970000000000000195e+00,8.551070879982052286e-01,5.977009619862961448e-02
2.977500000000000036e+00,8.544660117885332085e-01,5.981246756835002787e-02
2.985000000000000320e+00,8.547616021883039927e-01,5.984571498750623775e-02
2.992500000000000160e+00,8.549142312945563482e-01,5.985437028246981539e-02
3.000000000000000444e+00,8.545111494161963250e-01,5.988437771482688771e-02
3.007500000000000284e+00,8.540566874984885093e-01,5.992658889599464245e-02
3.015000000000000124e+00,8.544996841417573652e-01,5.994474808258785231e-02
3.022500000000000409e+00,8.543792295877075116e-01,5.996067316152155213e-02
3.030000000000000249e+00,8.537578582561708984e-01,6.001038846967902268e-02
3.037500000000000089e+00,8.537707051327567687e-01,6.003678161761637211e-02
3.045000000000000373e+00,8.539872009618778570e-01,6.003901424503814421e-02
3.052500000000000213e+00,8.536949079413630459e-01,6.009268280807309598e-02
3.060000000000000053e+00,8.529507684755837094e-01,6.012599655848079039e-02
3.067500000000000338e+00,8.532120683097462743e-01,6.013340386728687620e-02
3.075000000000000178e+00,8.533109666449644193e-01,6.016896430684163383e-02
3.082500000000000462e+00,8.529483623926197300e-01,6.020808916486121432e-02
3.090000000000000302e+00,8.521758724656720574e-01,6.022224203103562074e-02
3.097500000000000142e+00,8.524400556036586529e-01,6.023507084762431962e-02
3.105000000000000426e+00,8.525274153556883228e-01,6.027920827572794127e-02
3.112500000000000266e+00,8.521921715188033319e-01,6.029995507195191201e-02
3.120000000000000107e+00,8.514810856261043615e-01,6.029540260610305458e-02
3.127500000000000391e+00,8.514661233403568730e-01,6.033608584695820259e-02
3.135000000000000231e+00,8.516424679915518547e-01,6.036336642098993899e-02
3.142500000000000071e+00,8.514263355462612370e-01,6.036616031284428030e-02
3.150000000000000355e+00,8.508602363506319044e-01,6.037600192532935339e-02
3.157500000000000195e+00,8.502368512973990100e-01,6.040986705617857472e-02
3.165000000000000480e+00,8.505967923552137933e-01,6.042170279682641115e-02
3.172500000000000320e+00,8.505857027821130956e-01,6.040973017981995236e-02
3.180000000000000160e+00,8.502425016295043214e-01,6.043711439793450491e-02
3.187500000000000444e+00,8.496021519087262330e-01,6.045842163642124734e-02
3.195000000000000284e+00,8.492563429203925374e-01,6.045802390764436207e-02
3.202500000000000124e+00,8.495322993259363242e-01,6.044299684514498755e-02
3.210000000000000409e+00,8.494863396952648804e-01,6.047366313252992842e-02
3.217500000000000249e+00,8.491508910098515273e-01,6.048594431697249668e-02
3.225000000000000089e+00,8.485551509591846564e-01,6.047768088724225083e-02
3.232500000000000373e+00,8.480509913387325183e-01,6.046496450754242080e-02
3.240000000000000213e+00,8.483762756480676126e-01,6.048939558718623155e-02
3.247500000000000053e+00,8.484130445502493512e-01,6.049682519382677814e-02
3.255000000000000338e+00,8.481888231929984867e-01,6.048544978318282084e-02
3.262500000000000178e+00,8.477284793972416077e-01,6.046554315935073060e-02
3.270000000000000462e+00,8.470544658656632420e-01,6.048731134126682230e-02
3.277500000000000302e+00,8.471013269446396876e-01,6.049398886185393398e-02
3.285000000000000142e+00,8.473139383469191488e-01,6.048400321886839709e-02
3.292500000000000426e+00,8.472828147023839795e-01,6.045724019391905679e-02
3.300000000000000266e+00,8.470296196161080093e-01,6.046867835648339629e-02
3.307500000000000107e+00,8.465739987181680748e-01,6.047806504057019750e-02
3.315000000000000391e+00,8.459337596324203457e-01,6.047319979526342287e-02
3.322500000000000231e+00,8.460451620721287647e-01,6.045301963771659848e-02
3.330000000000000071e+00,8.462759293253512283e-01,6.043288278111789286e-02
3.337500000000000355e+00,8.462904740666526981e-01,6.044739003723784143e-02
3.345000000000000195e+00,8.461064216636913216e-01,6.045018796595558880e-02
3.352500000000000480e+00,8.457398333077085217e-01,6.044019700366275866e-02
3.360000000000000320e+00,8.452053403908561524e-01,6.041668946740884338e-02
3.367500000000000160e+00,8.449531047731463351e-01,6.039898625337754984e-02
3.375000000000000444e+00,8.452913729333626502e-01,6.041058203442844360e-02
3.382500000000000284e+00,8.454286507458445010e-01,6.041202169100755304e-02
3.390000000000000124e+00,8.453798108198739003e-01,6.040242257089668831e-02
3.397500000000000409e+00,8.451584859529777116e-01,6.038110663286876123e-02
3.405000000000000249e+00,8.447771704040838436e-01,6.035145988689434582e-02
3.412500000000000089e+00,8.442473138252171161e-01,6.036270051485899402e-02
3.420000000000000373e+00,8.442915564022671626e-01,6.036679984857167003e-02
3.427500000000000213e+00,8.446066236449211173e-01,6.036167886852635694e-02
3.435000000000000497e+00,8.447400478251321232e-01,6.034666675794000262e-02
3.442500000000000338e+00,8.447038652970040307e-01,6.032145922048666453e-02
3.450000000000000178e+00,8.445091841703694646e-01,6.030456946571942367e-02
3.457500000000000462e+00,8.441662559953454492e-01,6.031388645556516603e-02
3.465000000000000302e+00,8.436845424544199279e-01,6.031576033492279387e-02
3.472500000000000142e+00,8.437012876748503087e-01,6.030955892726860140e-02
3.480000000000000426e+00,8.440535056996605334e-01,6.029471923714115056e-02
3.487500000000000266e+00,8.442336090623604461e-01,6.027097633467490279e-02
3.495000000000000107e+00,8.442518764325150915e-01,6.025093167959857943e-02
3.502500000000000391e+00,8.441178663413607675e-01,6.026082749058815635e-02
3.510000000000000231e+00,8.438404685073632727e-01,6.026436651694316166e-02
3.517500000000000071e+00,8.434279518337662873e-01,6.026098242489260487e-02
3.525000000000000355e+00,8.431918432922829165e-01,6.025014914995001358e-02
3.532500000000000195e+00,8.436152283413864694e-01,6.023146100163306871e-02
3.540000000000000480e+00,8.438696803772374189e-01,6.020557601368263512e-02
3.547500000000000320e+00,8.439644503075011128e-01,6.020661351913596943e-02
3.555000000000000160e+00,8.439082070432101235e-01,6.021423757817361000e-02
3.562500000000000444e+00,8.437090745131804459e-01,6.021600978910846003e-02
3.570000000000000284e+00,8.433746665577801505e-01,6.021142265185214920e-02
3.577500000000000124e+00,8.429121197510255348e-01,6.020000279411015509e-02
3.585000000000000409e+00,8.432521210177819082e-01,6.018142659078760948e-02
3.592500000000000249e+00,8.435952293643178557e-01,6.015719324930204892e-02
3.600000000000000089e+00,8.437772456828537271e-01,6.016434182278056209e-02
3.607500000000000373e+00,8.438063987189518000e-01,6.017234107634812645e-02
3.615000000000000213e+00,8.436904512797944733e-01,6.017496107440323261e-02
3.622500000000000497e+00,8.434367258550791169e-01,6.017171834192173302e-02
3.630000000000000338e+00,8.430521290229484599e-01,6.016215346947118708e-02
3.637500000000000178e+00,8.429276340722509087e-01,6.014592233276756794e-02
3.645000000000000462e+00,8.433658215222085142e-01,6.012377353940303454e-02
3.652500000000000302e+00,8.436393140152055325e-01,6.012741749971149685e-02
3.660000000000000142e+00,8.437562025190491477e-01,6.013729917643195061e-02
3.667500000000000426e+00,8.437241592537958468e-01,6.014220139126823933e-02
3.675000000000000266e+00,8.435504568090265165e-01,6.014164834594518116e-02
3.682500000000000107e+00,8.432419867097648014e-01,6.013517658466231014e-02
3.690000000000000391e+00,8.428052773892950045e-01,6.012238599689364443e-02
3.697500000000000231e+00,8.431519082646854457e-01,6.010330990462486866e-02
3.705000000000000515e+00,8.435172886985596863e-01,6.009610152368344976e-02
3.712500000000000355e+00,8.437212462050602824e-01,6.010854447828530012e-02
3.720000000000000195e+00,8.437715368965560403e-01,6.011634007242509792e-02
3.727500000000000480e+00,8.436755376090332437e-01,6.011901274075143881e-02
3.735000000000000320e+00,8.434402605426950528e-01,6.011609153235013270e-02
3.742500000000000160e+00,8.430723677829335960e-01,6.010713359201153710e-02
3.750000000000000444e+00,8.429377026693927188e-01,6.009186263618725155e-02
3.757500000000000284e+00,8.433930795476347608e-01,6.007251755440682489e-02
3.765000000000000124e+00,8.436816672460303312e-01,6.008456986321889653e-02
3.772500000000000409e+00,8.438114120648831928e-01,6.009537043958754210e-02
3.780000000000000249e+00,8.437898877314123913e-01,6.010132666829115511e-02
3.787500000000000089e+00,8.436243075149101323e-01,6.010196092350082731e-02
3.795000000000000373e+00,8.433215365835395882e-01,6.009680556510300226e-02
3.802500000000000213e+00,8.428881044941679557e-01,6.008545871042272196e-02
3.810000000000000497e+00,8.432595999254084429e-01,6.006799354224343079e-02
3.817500000000000338e+00,8.436292655982811084e-01,6.006386087668248025e-02
3.825000000000000178e+00,8.438347623557417299e-01,6.007751471388725339e-02
3.832500000000000462e+00,8.438839117641605547e-01,6.008656709199942242e-02
3.840000000000000302e+00,8.437841714477931632e-01,6.009053408271124164e-02
3.847500000000000142e+00,8.435426461692614453e-01,6.008893401218532576e-02
3.855000000000000426e+00,8.431660992845979585e-01,6.008131074232937047e-02
3.862500000000000266e+00,8.431167197188070839e-01,6.006736635573617367e-02
3.870000000000000107e+00,8.435631453777145961e-01,6.004905226734461726e-02
3.877500000000000391e+00,8.438401045682637491e-01,6.006149979194377181e-02
3.885000000000000231e+00,8.439556908110117384e-01,6.007335941196571827e-02
3.892500000000000515e+00,8.439176257581441076e-01,6.008034589375783191e-02
3.900000000000000355e+00,8.437332695702990382e-01,6.008196830124611781e-02
3.907500000000000195e+00,8.434096318499592071e-01,6.007774445828894389e-02
3.915000000000000480e+00,8.429682004239832382e-01,6.006725551312665917e-02
3.922500000000000320e+00,8.434864841923797041e-01,6.005054034365259197e-02
3.930000000000000160e+00,8.438301407605756088e-01,6.004655015065947510e-02
3.937500000000000444e+00,8.440075433664739890e-01,6.006090453597932866e-02
3.945000000000000284e+00,8.440266831082791077e-01,6.007057982378344319e-02
3.952500000000000124e+00,8.438951789621719213e-01,6.007507716885811949e-02
3.960000000000000409e+00,8.436202884987715755e-01,6.007389977222721972e-02
3.967500000000000249e+00,8.432089191293493657e-01,6.006657776927979558e-02
3.975000000000000533e+00,8.434044054873118812e-01,6.005281014038784532e-02
3.982500000000000373e+00,8.438095753538263910e-01,6.003499073692161042e-02
3.990000000000000213e+00,8.440438125110246714e-01,6.004882326878049903e-02
3.997500000000000497e+00,8.441153746602675367e-01,6.006087206441412113e-02
4.004999999999999893e+00,8.440321358623159576e-01,6.006791338754295662e-02
4.012500000000000178e+00,8.438015972072805404e-01,6.006944028541104375e-02
4.020000000000000462e+00,8.434308981129281513e-01,6.006495701196711695e-02
4.027500000000000746e+00,8.433226921519895170e-01,6.005404429925977755e-02
4.035000000000000142e+00,8.437838079046328099e-01,6.003688472532826143e-02
4.042500000000000426e+00,8.440695534228194186e-01,6.003700333949404250e-02
4.050000000000000711e+00,8.441884454491525025e-01,6.005113671041930473e-02
4.057500000000000107e+00,8.441486052934529249e-01,6.006041766995271619e-02
4.065000000000000391e+00,8.439577695488323927e-01,6.006433057842498063e-02
4.072500000000000675e+00,8.436233015213217001e-01,6.006236401458983631e-02
4.080000000000000071e+00,8.432470585699243237e-01,6.005404483180401543e-02
4.087500000000000355e+00,8.437582002538593917e-01,6.003914680340498300e-02
4.095000000000000639e+00,8.440898044027151936e-01,6.002554119764966223e-02
4.102500000000000036e+00,8.442506364615168790e-01,6.004143713314555320e-02
4.110000000000000320e+00,8.442490546937539975e-01,6.005268043566928254e-02
4.117500000000000604e+00,8.440930209965181730e-01,6.005868658079377420e-02
4.125000000000000000e+00,8.437901125058533403e-01,6.005893282156499202e-02
4.132500000000000284e+00,8.433475337982669906e-01,6.005291662142011461e-02
4.140000000000000568e+00,8.437376865452682617e-01,6.004026174507964830e-02
4.147499999999999964e+00,8.441092028016089488e-01,6.002201598161904794e-02
4.155000000000000249e+00,8.443063100478848115e-01,6.003190273082603667e-02
4.162500000000000533e+00,8.443375915835507062e-01,6.004485517036869946e-02
4.169999999999999929e+00,8.442112229262834777e-01,6.005268488686691525e-02
4.177500000000000213e+00,8.439349836226607282e-01,6.005485962842004033e-02
4.185000000000000497e+00,8.435162697118380182e-01,6.005085821704007204e-02
4.192500000000000782e+00,8.437265737055146264e-01,6.004023263978729152e-02
4.200000000000000178e+00,8.441317907490000216e-01,6.002310650118590496e-02
4.207500000000000462e+00,8.443592625073050861e-01,6.002268063726304281e-02
4.215000000000000746e+00,8.444177841885850411e-01,6.003710949121168067e-02
4.222500000000000142e+00,8.443157321072977117e-01,6.004651289141361981e-02
4.230000000000000426e+00,8.440610757257996921e-01,6.005034976207920816e-02
4.237500000000000711e+00,8.436613904003787967e-01,6.004808540818942775e-02
4.245000000000000107e+00,8.437284424770009617e-01,6.003923136468377469e-02
4.252500000000000391e+00,8.441609201245781069e-01,6.002360989980157213e-02
4.260000000000000675e+00,8.444126336297894664e-01,6.001391268638239795e-02
4.267500000000000071e+00,8.444925759797872189e-01,6.002960041893334181e-02
4.275000000000000355e+00,8.444093104980678888e-01,6.004034419396871852e-02
4.282500000000000639e+00,8.441709831433955591e-01,6.004559231361705079e-02
4.290000000000000036e+00,8.437853355590302362e-01,6.004479913125851387e-02
4.297500000000000320e+00,8.437461004434685385e-01,6.003745038976811971e-02
4.305000000000000604e+00,8.441992083203371244e-01,6.002322977757666711e-02
4.312500000000000000e+00,8.444688653891706531e-01,6.000642387970622077e-02
4.320000000000000284e+00,8.445642473993404398e-01,6.002246362544556152e-02
4.327500000000000568e+00,8.444940900351700641e-01,6.003432818938461007e-02
4.334999999999999964e+00,8.442667015015521415e-01,6.004074966489254817e-02
4.342500000000000249e+00,8.438899758993286815e-01,6.004117278141370834e-02
4.350000000000000533e+00,8.437815627104562344e-01,6.003506508786453366e-02
4.357499999999999929e+00,8.442485207252010682e-01,6.002203470303319605e-02
4.365000000000000213e+00,8.445296862499785950e-01,6.000354632676927619e-02
4.372500000000000497e+00,8.446344019702189954e-01,6.001580997468524553e-02
4.380000000000000782e+00,8.445715604972326984e-01,6.002858688748677340e-02
4.387500000000000178e+00,8.443496172731714822e-01,6.003595439622624180e-02
4.395000000000000462e+00,8.439766042980432204e-01,6.003734832168671626e-02
4.402500000000000746e+00,8.438360487640662599e-01,6.003222227412579465e-02
4.410000000000000142e+00,8.443099686769326429e-01,6.002013869423886844e-02
4.417500000000000426e+00,8.445961101705837804e-01,6.000178224502841079e-02
4.425000000000000711e+00,8.447039662952281480e-01,6.000972545874114911e-02
4.432500000000000107e+00,8.446425704351693264e-01,6.002321502111943041e-02
4.440000000000000391e+00,8.444205095687089546e-01,6.003130947947535323e-02
4.447500000000000675e+00,8.440459383743544874e-01,6.003343616430949214e-02
4.455000000000000071e+00,8.439099902786409979e-01,6.002903730817876066e-02
4.462500000000000355e+00,8.443839177910258398e-01,6.001764600194552796e-02
4.470000000000000639e+00,8.446684453997044262e-01,5.999962609561414889e-02
4.477500000000000036e+00,8.447731992645330923e-01,6.000427246418985061e-02
4.485000000000000320e+00,8.447073367330074634e-01,6.001828140425014002e-02
4.492500000000000604e+00,8.444795599928581753e-01,6.002688969300200295e-02
4.500000000000000000e+00,8.440981305865068451e-01,6.002951645694830363e-02
4.507500000000000284e+00,8.440030474270856509e-01,6.002559422713415332e-02
4.515000000000000568e+00,8.444700043045957338e-01,6.001463687450517281e-02
4.522499999999999964e+00,8.447463108082227112e-01,5.999686217722604437e-02
4.530000000000000249e+00,8.448417083312373954e-01,5.999949136373318448e-02
4.537500000000000533e+00,8.447654607853620767e-01,6.001383056865903370e-02
4.544999999999999929e+00,8.445263686849714402e-01,6.002274329379827383e-02
4.552500000000000213e+00,8.441327840994117260e-01,6.002564070219875564e-02
4.560000000000000497e+00,8.441141324026723014e-01,6.002194685144739139e-02
4.567500000000000782e+00,8.445671582058990046e-01,6.001116366096861249e-02
4.575000000000000178e+00,8.448286585963459272e-01,5.999345865178362658e-02
4.582500000000000462e+00,8.449084717695057867e-01,5.999540197564370153e-02
4.590000000000000746e+00,8.448159502833638701e-01,6.000988424518981929e-02
4.597500000000000142e+00,8.445599756132525782e-01,6.001889352174242381e-02
4.605000000000000426e+00,8.441489735712446318e-01,6.002183324375997414e-02
4.612500000000000711e+00,8.442414393458632649e-01,6.001812004109418480e-02
4.620000000000000107e+00,8.446736323981064443e-01,6.000725013854858736e-02
4.627500000000000391e+00,8.449138026811321422e-01,5.998941650216074728e-02
4.635000000000000675e+00,8.449718662765199895e-01,5.999200468894035077e-02
4.642500000000000071e+00,8.448572460255188155e-01,6.000644250127124685e-02
4.650000000000000355e+00,8.445788865925263345e-01,6.001533975382524616e-02
4.657500000000000639e+00,8.441452703793536072e-01,6.001809241996386435e-02
4.665000000000000036e+00,8.443824801105512812e-01,6.001411076410117368e-02
4.672500000000000320e+00,8.447870373770264285e-01,6.000289194525352393e-02
4.680000000000000604e+00,8.449994522866229874e-01,5.998474336105122373e-02
4.687500000000000000e+00,8.450296994798427441e-01,5.998928116614033607e-02
4.695000000000000284e+00,8.448872533506454063e-01,6.000348445531119429e-02
4.702500000000000568e+00,8.445811036542028027e-01,6.001205823372265935e-02
4.709999999999999964e+00,8.441197719414955669e-01,6.001439130493282231e-02
4.717500000000000249e+00,8.445341254305360756e-01,6.000988885028403497e-02
4.725000000000000533e+00,8.449043810081526829e-01,5.999805749801209731e-02
4.732500000000000817e+00,8.450827503422367881e-01,5.997946948261734940e-02
4.740000000000000213e+00,8.450792469718870770e-01,5.998719459506492158e-02
4.747500000000000497e+00,8.449033778264959382e-01,6.000096854631797871e-02
4.755000000000000782e+00,8.445641594101032101e-01,6.000900235980310971e-02
4.762500000000000178e+00,8.441613699555723382e-01,6.001067802354616287e-02
4.770000000000000462e+00,8.446926510607559724e-01,6.000539742190284104e-02
4.777500000000000746e+00,8.450221129765612682e-01,5.999268949769013398e-02
4.785000000000000142e+00,8.451603162592427054e-01,5.997374778076663276e-02
4.792500000000000426e+00,8.451172934352177979e-01,5.998568950556779772e-02
4.800000000000000711e+00,8.449025647499610603e-01,5.999883237872860597e-02
4.807500000000000107e+00,8.445251549567770466e-01,6.000610255586018293e-02
4.815000000000000391e+00,8.443705724424209746e-01,6.000687567490455010e-02
4.822500000000000675e+00,8.448537883620969025e-01,6.000055309430384065e-02
4.830000000000000071e+00,8.451361733614757288e-01,5.998670794888819047e-02
4.837500000000000355e+00,8.452282925212122322e-01,5.996849919051625705e-02
4.845000000000000639e+00,8.451401772802907830e-01,5.998469119994373489e-02
4.852500000000000036e+00,8.448813418680025666e-01,5.999699219213526502e-02
4.860000000000000320e+00,8.444608007193706856e-01,6.000326577729880873e-02
4.867500000000000604e+00,8.445840476827937149e-01,6.000288193784222845e-02
4.875000000000000000e+00,8.450127786177064060e-01,5.999524617059729531e-02
4.882500000000000284e+00,8.452420446112040020e-01,5.998001767731169637e-02
4.890000000000000568e+00,8.452823943567541187e-01,5.996731839524515467e-02
4.897499999999999964e+00,8.451438380613686130e-01,5.998410486123196411e-02
4.905000000000000249e+00,8.448358645873285111e-01,5.999534201632247127e-02
4.912500000000000533e+00,8.443674595100342239e-01,6.000037471628443669e-02
4.920000000000000817e+00,8.447963227292524246e-01,5.999856846580280123e-02
4.927500000000000213e+00,8.451644302005001386e-01,5.998934130810078258e-02
4.935000000000000497e+00,8.453348060501466588e-01,5.997253107786786747e-02
4.942500000000000782e+00,8.453179616445386513e-01,5.996812190300941647e-02
4.950000000000000178e+00,8.451238658445971996e-01,5.998381439644807217e-02
4.957500000000000462e+00,8.447619628759507338e-01,5.999375256129065720e-02
4.965000000000000746e+00,8.444932064381803771e-01,5.999728676514968356e-02
4.972500000000000142e+00,8.450015218993779387e-01,5.999378023124481846e-02
4.980000000000000426e+00,8.453031776361361604e-01,5.998267980803838328e-02
4.987500000000000711e+00,8.454091900057985054e-01,5.996425990734446931e-02
4.995000000000000107e+00,8.453300121865112704e-01,5.996932168668350771e-02
5.002500000000000391e+00,8.450755517156697261e-01,5.998368104682311880e-02
5.010000000000000675e+00,8.446551890981993660e-01,5.999206986842969824e-02
5.017500000000000071e+00,8.447595634259535968e-01,5.999383279578584388e-02
5.025000000000000355e+00,8.451934300685148838e-01,5.998833512342958280e-02
5.032500000000000639e+00,8.454231416503166230e-01,5.997508688952197381e-02
5.040000000000000036e+00,8.454596387109571953e-01,5.995601344491247042e-02
5.047500000000000320e+00,8.453132955716730068e-01,5.997076003983436293e-02
5.055000000000000604e+00,8.449939387164240312e-01,5.998354176788172482e-02
5.062500000000000000e+00,8.445108661385609672e-01,5.999011373046488765e-02
5.070000000000000284e+00,8.450116186188018075e-01,5.998981584938708339e-02
5.077500000000000568e+00,8.453655563246359472e-01,5.998202453526441102e-02
5.085000000000000853e+00,8.455181894175919366e-01,5.996639641418400474e-02
5.092500000000000249e+00,8.454803612702560534e-01,5.995552838982635968e-02
5.100000000000000533e+00,8.452623469884017471e-01,5.997226667491970670e-02
5.107500000000000817e+00,8.448738726337260418e-01,5.998320736292077349e-02
5.115000000000000213e+00,8.447639098713126682e-01,5.998767589612823831e-02
5.122500000000000497e+00,8.452422736083551325e-01,5.998500997288735981e-02
5.130000000000000782e+00,8.455111972817107580e-01,5.997461704563278317e-02
5.137500000000000178e+00,8.455819943737087341e-01,5.995656039798832188e-02
5.145000000000000462e+00,8.454653901140336547e-01,5.995874996724293027e-02
5.152500000000000746e+00,8.451715404645561147e-01,5.997364496776806664e-02
5.160000000000000142e+00,8.447100521712028742e-01,5.998246035497657030e-02
5.167500000000000426e+00,8.450592101562646175e-01,5.998451813929597809e-02
5.175000000000000711e+00,8.454442630739521514e-01,5.997915985294485081e-02
5.182500000000000107e+00,8.456234994697762186e-01,5.996587240976323369e-02
5.190000000000000391e+00,8.456080950575177724e-01,5.994669424178033362e-02
5.197500000000000675e+00,8.454086364486181893e-01,5.996190330021891612e-02
5.205000000000000071e+00,8.450351410829004539e-01,5.997466956578021563e-02
5.212500000000000355e+00,8.448223357812058021e-01,5.998105261551321676e-02
5.220000000000000639e+00,8.453230331013202870e-01,5.998037045157087604e-02
5.227500000000000036e+00,8.456102194598079658e-01,5.997198314592133012e-02
5.235000000000000320e+00,8.456955202802785010e-01,5.995559894400690620e-02
5.242500000000000604e+00,8.455899524918230048e-01,5.994840812135791841e-02
5.250000000000000000e+00,8.453039442399022940e-01,5.996475407651800232e-02
5.257500000000000284e+00,8.448473557330397066e-01,5.997508373295164924e-02
5.265000000000000568e+00,8.451531760529665815e-01,5.997870285859781270e-02
5.272500000000000853e+00,8.455475140130522815e-01,5.997493009185989737e-02
5.280000000000000249e+00,8.457327356988908473e-01,5.996318188878443922e-02
5.287500000000000533e+00,8.457202869526045941e-01,5.994403077993960133e-02
5.295000000000000817e+00,8.455210056106975403e-01,5.995311669287143458e-02
5.302500000000000213e+00,8.451451422576786721e-01,5.996703763633092626e-02
5.310000000000000497e+00,8.449403591448499951e-01,5.997459645573515602e-02
5.317500000000000782e+00,8.454407373641328327e-01,5.997509433597410233e-02
5.325000000000000178e+00,8.457248020292577051e-01,5.996786364373158512e-02
5.332500000000000462e+00,8.458044254337738765e-01,5.995249133502100758e-02
5.340000000000000746e+00,8.456908530737181628e-01,5.994012164872125625e-02
5.347500000000000142e+00,8.453947242261984352e-01,5.995729631187752401e-02
5.355000000000000426e+00,8.449260936941437317e-01,5.996845390495751660e-02
5.362500000000000711e+00,8.452952156412001372e-01,5.997287945944079074e-02
5.370000000000000107e+00,8.456767496886347102e-01,5.996987368275400604e-02
5.377500000000000391e+00,8.458471211591660488e-01,5.995881946346471453e-02
5.385000000000000675e+00,8.458179801755203453e-01,5.993998762828196825e-02
5.392500000000000071e+00,8.456003520582466848e-01,5.994620046603148233e-02
5.400000000000000355e+00,8.452046590278670113e-01,5.996063788235586611e-02
5.407500000000000639e+00,8.451162239210066041e-01,5.996866404707881099e-02
5.415000000000000036e+00,8.455935574364485952e-01,5.996956460523492766e-02
5.422500000000000320e+00,8.458530751019871508e-01,5.996265379558483183e-02
5.430000000000000604e+00,8.459068276541976683e-01,5.994748480884807412e-02
5.437500000000000888e+00,8.457662228575757446e-01,5.993406501364343525e-02
5.445000000000000284e+00,8.454420470992328740e-01,5.995147265370439488e-02
5.452500000000000568e+00,8.449444881375298699e-01,5.996279217477235024e-02
5.460000000000000853e+00,8.454801309407483645e-01,5.996728710966075376e-02
5.467500000000000249e+00,8.458269160383981022e-01,5.996424306370454899e-02
5.475000000000000533e+00,8.459617648893625885e-01,5.995303129131036857e-02
5.482500000000000817e+00,8.458964631726411110e-01,5.993398806455722122e-02
5.490000000000000213e+00,8.456421572882252269e-01,5.994124696129508878e-02
5.497500000000000497e+00,8.452093771315040138e-01,5.995557282467969124e-02
5.505000000000000782e+00,8.453412814589827962e-01,5.996336599101576015e-02
5.512500000000000178e+00,8.457731807024213566e-01,5.996389740606111740e-02
5.520000000000000462e+00,8.459870714432756733e-01,5.995647078789389378e-02
5.527500000000000746e+00,8.459951118403141734e-01,5.994067372217188466e-02
5.535000000000000142e+00,8.458088032696140512e-01,5.993021797145103857e-02
5.542500000000000426e+00,8.454390130761789690e-01,5.994728183452323333e-02
5.550000000000000711e+00,8.451817048192161730e-01,5.995809532446968321e-02
5.557500000000000107e+00,8.456962942165907604e-01,5.996191856417362048e-02
5.565000000000000391e+00,8.459869188565692921e-01,5.995802499748083270e-02
5.572500000000000675e+00,8.460661030660485693e-01,5.994579874711784134e-02
5.580000000000000071e+00,8.459456973005951008e-01,5.992615321258365491e-02
5.587500000000000355e+00,8.456369008291464429e-01,5.993816453310894798e-02
5.595000000000000639e+00,8.451502856889953064e-01,5.995173879792545929e-02
5.602500000000000036e+00,8.456005509673528708e-01,5.995858466586911212e-02
5.610000000000000320e+00,8.459653528574473391e-01,5.995795950667211910e-02
5.617500000000000604e+00,8.461132498897726562e-01,5.994916762325575021e-02
5.625000000000000888e+00,8.460564348693870862e-01,5.993194820242508936e-02
5.632500000000000284e+00,8.458064326474621364e-01,5.992843845107108380e-02
5.640000000000000568e+00,8.453741241485334124e-01,5.994453160000447201e-02
5.647500000000000853e+00,8.454900960860349812e-01,5.995414719461764075e-02
5.655000000000000249e+00,8.459262761356690641e-01,5.995653201137778748e-02
5.662500000000000533e+00,8.461402281798104941e-01,5.995095286140245117e-02
5.670000000000000817e+00,8.461444798385713284e-01,5.993685468489397261e-02
5.677500000000000213e+00,8.459508744125802115e-01,5.991881864056532864e-02
5.685000000000000497e+00,8.455705949533867116e-01,5.993668272839651479e-02
5.692500000000000782e+00,8.453689076860193552e-01,5.994883151042876279e-02
5.700000000000000178e+00,8.458734318232683513e-01,5.995398013110354168e-02
5.707500000000000462e+00,8.461505612884991923e-01,5.995137513443818400e-02
5.715000000000000746e+00,8.462131502088905410e-01,5.994034583806658739e-02
5.722500000000000142e+00,8.460733524377782588e-01,5.992116869397286216e-02
5.730000000000000426e+00,8.457426456444848695e-01,5.992837731974382659e-02
5.737500000000000711e+00,8.452407799950683032e-01,5.994283849894206651e-02
5.745000000000000107e+00,8.458103878131737474e-01,5.995051880767393593e-02
5.752500000000000391e+00,8.461476054930756607e-01,5.995065201158885498e-02
5.760000000000000675e+00,8.462656046197479798e-01,5.994251212352109254e-02
5.767500000000000071e+00,8.461768409673876556e-01,5.992574433611297380e-02
