t,A,Iuv
5.775000000000000355e+00,8.458930785906946248e-01,5.991977887052339635e-02
5.782500000000000639e+00,8.454254153641547198e-01,5.993634653541413809e-02
5.790000000000000036e+00,8.457405220352713915e-01,5.994634064412653063e-02
5.797500000000000320e+00,8.461345363345792459e-01,5.994898534536411555e-02
5.805000000000000604e+00,8.463048296926137803e-01,5.994352451678458538e-02
5.812500000000000888e+00,8.462641504675720849e-01,5.992938218371623299e-02
5.820000000000000284e+00,8.460245401714534541e-01,5.991144819415093054e-02
5.827500000000000568e+00,8.455973591510791421e-01,5.992951346371844928e-02
5.835000000000000853e+00,8.456670087973103822e-01,5.994161722319899660e-02
5.842500000000000249e+00,8.461143359562484090e-01,5.994655816152993921e-02
5.850000000000000533e+00,8.463336283129057058e-01,5.994356172474722688e-02
5.857500000000000817e+00,8.463379167985627394e-01,5.993194977409385671e-02
5.865000000000000213e+00,8.461395107874564170e-01,5.991227688494371595e-02
5.872500000000000497e+00,8.457500239129397412e-01,5.992247847766270924e-02
5.880000000000000782e+00,8.455928062855159189e-01,5.993650072151354702e-02
5.887500000000000178e+00,8.460897815310598480e-01,5.994353452729431903e-02
5.895000000000000462e+00,8.463546089349154311e-01,5.994279262935501423e-02
5.902500000000000746e+00,8.464005913479093479e-01,5.993354205931698819e-02
5.910000000000000142e+00,8.462402957740147169e-01,5.991558649861591923e-02
5.917500000000000426e+00,8.458855793205379836e-01,5.991536386608471015e-02
5.925000000000000711e+00,8.455206453069890049e-01,5.993112555716997164e-02
5.932500000000000107e+00,8.460634348562398044e-01,5.994006045307751634e-02
5.940000000000000391e+00,8.463701759832819027e-01,5.994137137981695590e-02
5.947500000000000675e+00,8.464544321939163618e-01,5.993429261577954553e-02
5.955000000000000071e+00,8.463290172820833179e-01,5.991834738311038050e-02
5.962500000000000355e+00,8.460060214185192162e-01,5.990827698596108697e-02
5.970000000000000639e+00,8.454968386943485514e-01,5.992560996661777661e-02
5.977500000000000924e+00,8.460376331805059547e-01,5.993626513975368331e-02
5.985000000000000320e+00,8.463825214131274199e-01,5.993943635322761948e-02
5.992500000000000604e+00,8.465014963577421891e-01,5.993433643556136947e-02
6.000000000000000888e+00,8.464076071817823177e-01,5.992035160353224865e-02
6.007500000000000284e+00,8.461131661405240090e-01,5.990188506194406293e-02
6.015000000000000568e+00,8.456297763803323209e-01,5.992005747111545794e-02
6.022500000000000853e+00,8.460144813177062906e-01,5.993226230093446488e-02
6.030000000000000249e+00,8.463936174796297118e-01,5.993711047949921988e-02
6.037500000000000533e+00,8.465436331920299651e-01,5.993379951082961066e-02
6.045000000000000817e+00,8.464778010333244840e-01,5.992163834501677833e-02
6.052500000000000213e+00,8.462086438262474974e-01,5.990157117727885894e-02
6.060000000000000497e+00,8.457479627104815822e-01,5.991455822049764068e-02
6.067500000000000782e+00,8.459958450885742831e-01,5.992815144802188243e-02
6.075000000000000178e+00,8.464052107565623873e-01,5.993450206339897418e-02
6.082500000000000462e+00,8.465824789431749542e-01,5.993279567747708536e-02
6.090000000000000746e+00,8.465411331601015998e-01,5.992229320676648735e-02
6.097500000000000142e+00,8.462938947728129158e-01,5.990310172555619872e-02
6.105000000000000426e+00,8.458527513565595735e-01,5.990919021364961988e-02
6.112500000000000711e+00,8.459833461205037430e-01,5.992401909123808157e-02
6.120000000000000107e+00,8.464188174320141922e-01,5.993170576357946533e-02
6.127500000000000391e+00,8.466194525138562854e-01,5.993142590313710327e-02
6.135000000000000675e+00,8.465989328487386611e-01,5.992240820480072144e-02
6.142500000000000071e+00,8.463701658434630293e-01,5.990440823664448800e-02
6.150000000000000355e+00,8.459453134861358858e-01,5.990402039979051546e-02
6.157500000000000639e+00,8.459783580236615030e-01,5.991993983851141847e-02
6.165000000000000924e+00,8.464357198987164654e-01,5.992880358443739702e-02
6.172500000000000320e+00,8.466557524419616731e-01,5.992977849194017215e-02
6.180000000000000604e+00,8.466523216910664118e-01,5.992207019342062763e-02
6.187500000000000888e+00,8.464385081472278749e-01,5.990524858895435178e-02
6.195000000000000284e+00,8.460266357551924354e-01,5.989910567427804422e-02
6.202500000000000568e+00,8.459820039506462663e-01,5.991597738699748488e-02
6.210000000000000853e+00,8.464569646455517571e-01,5.992586581730715428e-02
6.217500000000000249e+00,8.466923551019955863e-01,5.992792963651809995e-02
6.225000000000000533e+00,8.467022120732979884e-01,5.992135699522820741e-02
6.232500000000000817e+00,8.464997757941169487e-01,5.990560696165574128e-02
6.240000000000000213e+00,8.460975193080469969e-01,5.989449442214326430e-02
6.247500000000000497e+00,8.459951555359709330e-01,5.991218540777154544e-02
6.255000000000000782e+00,8.464833614466547029e-01,5.992295190316544728e-02
6.262500000000000178e+00,8.467300141251294932e-01,5.992594408079731511e-02
6.270000000000000462e+00,8.467493068084421814e-01,5.992033615130892138e-02
6.277500000000000746e+00,8.465546257215215142e-01,5.990551575758331498e-02
6.285000000000000142e+00,8.461585797799350273e-01,5.989025016407193563e-02
6.292500000000000426e+00,8.460184332014810682e-01,5.990860832666027730e-02
6.300000000000000711e+00,8.465154838345725352e-01,5.992011120558095316e-02
6.307500000000000107e+00,8.467692610247480323e-01,5.992387578829471567e-02
6.315000000000000391e+00,8.467940998989549328e-01,5.991906467860617924e-02
6.322500000000000675e+00,8.466035185790499185e-01,5.990501711993329731e-02
6.330000000000000959e+00,8.462102482896282085e-01,5.988670422888733857e-02
6.337500000000000355e+00,8.460522078038960059e-01,5.990528200504807027e-02
6.345000000000000639e+00,8.465536708345514638e-01,5.991738369052836133e-02
6.352500000000000924e+00,8.468104070052646648e-01,5.992176856724824863e-02
6.360000000000000320e+00,8.468368784080781975e-01,5.991758923130192233e-02
6.367500000000000604e+00,8.466467206508109244e-01,5.990415113600699309e-02
6.375000000000000888e+00,8.462527734016301872e-01,5.988438595135232856e-02
6.382500000000000284e+00,8.460966035915412631e-01,5.990223432466978276e-02
6.390000000000000568e+00,8.465980299281984367e-01,5.991480051347621016e-02
6.397500000000000853e+00,8.468535459235511098e-01,5.991965663007781107e-02
6.405000000000000249e+00,8.468777254102441976e-01,5.991594641363265361e-02
6.412500000000000533e+00,8.466843067865071903e-01,5.990295153497512265e-02
6.420000000000000817e+00,8.462862240302778671e-01,5.988270200458888776e-02
6.427500000000000213e+00,8.461515024285597431e-01,5.989948568029224846e-02
6.435000000000000497e+00,8.466484412063438603e-01,5.991238451594489006e-02
6.442500000000000782e+00,8.468985583642860693e-01,5.991756507737597964e-02
6.450000000000000178e+00,8.469165239832824321e-01,5.991416312998583404e-02
6.457500000000000462e+00,8.467161643054643694e-01,5.990144400789441242e-02
6.465000000000000746e+00,8.463104932512156564e-01,5.988104033090634049e-02
6.472500000000000142e+00,8.462165492369494446e-01,5.989704938400446099e-02
6.480000000000000426e+00,8.467045626632996314e-01,5.991015063454231682e-02
6.487500000000000711e+00,8.469451167832113825e-01,5.991551030303663566e-02
6.495000000000000107e+00,8.469529621981283229e-01,5.991225691839609235e-02
6.502500000000000391e+00,8.467419978309802531e-01,5.989964558126024963e-02
6.510000000000000675e+00,8.463253029793071924e-01,5.987918555442971191e-02
6.517500000000000959e+00,8.462911585993165842e-01,5.989493198467306379e-02
6.525000000000000355e+00,8.467658365774766160e-01,5.990810622581639600e-02
6.532500000000000639e+00,8.469926916653229831e-01,5.991350032044553270e-02
6.540000000000000924e+00,8.469865390551790663e-01,5.991023624199263986e-02
6.547500000000000320e+00,8.467613350062495048e-01,5.989756445811877245e-02
6.555000000000000604e+00,8.463302094662629171e-01,5.987708718245268041e-02
6.562500000000000888e+00,8.463745224583704152e-01,5.989313350600476704e-02
6.570000000000000284e+00,8.468314969168218020e-01,5.990625131037859846e-02
6.577500000000000568e+00,8.470405586388966013e-01,5.991153501143743620e-02
6.585000000000000853e+00,8.470165713105701766e-01,5.990810072748421061e-02
6.592500000000000249e+00,8.467735330374615010e-01,5.989520009400711720e-02
6.600000000000000533e+00,8.463246095659645585e-01,5.987478882287815274e-02
6.607500000000000817e+00,8.464656188431557426e-01,5.989164760659434344e-02
6.615000000000000213e+00,8.469005777016602732e-01,5.990457873976915565e-02
6.622500000000000497e+00,8.470878064805659191e-01,5.990960630072840465e-02
6.630000000000000782e+00,8.470422011302481957e-01,5.990584134806611200e-02
6.637500000000000178e+00,8.467777860046460381e-01,5.989254343009011577e-02
6.645000000000000462e+00,8.463077477106959456e-01,5.987247976786286285e-02
6.652500000000000746e+00,8.465632215463612109e-01,5.989046166532097787e-02
6.660000000000000142e+00,8.469719222522253954e-01,5.990307428952954677e-02
6.667500000000000426e+00,8.471333459416686695e-01,5.990769825920469471e-02
6.675000000000000711e+00,8.470624045050566542e-01,5.990344055393530265e-02
6.682500000000000107e+00,8.467731328764426246e-01,5.988957730236475763e-02
6.690000000000000391e+00,8.462787235373736561e-01,5.987070026082649127e-02
6.697500000000000675e+00,8.466659106722529415e-01,5.988955679545269334e-02
6.705000000000000959e+00,8.470441932435307519e-01,5.990171668193653570e-02
6.712500000000000355e+00,8.471759193217682782e-01,5.990578714004417965e-02
6.720000000000000639e+00,8.470760003559315576e-01,5.990087235920849712e-02
6.727500000000000924e+00,8.467584661611121666e-01,5.988627715265314871e-02
6.735000000000000320e+00,8.462365000993663511e-01,5.987009697111829454e-02
6.742500000000000604e+00,8.467720839705591418e-01,5.988890779083087118e-02
6.750000000000000888e+00,8.471158834862978493e-01,5.990047754187415030e-02
6.757500000000000284e+00,8.472141107114627978e-01,5.990384135241771935e-02
6.765000000000000568e+00,8.470816602548530971e-01,5.989810240164328975e-02
6.772500000000000853e+00,8.467325411229416066e-01,5.988261236498808315e-02
6.780000000000000249e+00,8.463144963724155145e-01,5.987023804608569699e-02
6.787500000000000533e+00,8.468799688680120896e-01,5.988848300749863296e-02
6.795000000000000817e+00,8.471853273493419323e-01,5.989932128938992018e-02
6.802500000000000213e+00,8.472463568236320297e-01,5.990182137875210699e-02
6.810000000000000497e+00,8.470779186843927500e-01,5.989508800445393633e-02
6.817500000000000782e+00,8.466939854906027074e-01,5.987854903617418484e-02
6.825000000000000178e+00,8.464659866609564043e-01,5.987073260798273650e-02
6.832500000000000462e+00,8.469876351063956310e-01,5.988824418411293343e-02
6.840000000000000746e+00,8.472507127360966450e-01,5.989820497265648663e-02
6.847500000000000142e+00,8.472709583297648450e-01,5.989967964373935777e-02
6.855000000000000426e+00,8.470631837565386624e-01,5.989177829418931148e-02
6.862500000000000711e+00,8.466413095821274659e-01,5.987405642106032738e-02
6.870000000000000995e+00,8.466191591410414663e-01,5.987150451510787202e-02
6.877500000000000391e+00,8.470930078936868002e-01,5.988814620444549847e-02
6.885000000000000675e+00,8.473100935260566846e-01,5.989707804546019060e-02
6.892500000000000959e+00,8.472860916163480471e-01,5.989736034738013526e-02
6.900000000000000355e+00,8.470357483099388851e-01,5.988811447993842851e-02
6.907500000000000639e+00,8.465729167697801927e-01,5.986912446896924811e-02
6.915000000000000924e+00,8.467716625983323642e-01,5.987250637117722679e-02
6.922500000000000320e+00,8.471938814733079859e-01,5.988813680523152883e-02
6.930000000000000604e+00,8.473614023905606807e-01,5.989588209415071945e-02
6.937500000000000888e+00,8.472898208751421523e-01,5.989479928219391958e-02
6.945000000000000284e+00,8.469938013038547098e-01,5.988403051448910885e-02
6.952500000000000568e+00,8.464871142075659494e-01,5.986382490600156148e-02
6.960000000000000853e+00,8.469210190232623336e-01,5.987368524645311080e-02
6.967500000000000249e+00,8.472879330156420918e-01,5.988815623263744198e-02
6.975000000000000533e+00,8.474024638916588525e-01,5.989455052067192697e-02
6.982500000000000817e+00,8.472801104408106410e-01,5.989192367025891750e-02
6.990000000000000213e+00,8.469354394268754360e-01,5.987945464311290877e-02
6.997500000000000497e+00,8.464903586128015300e-01,5.985864601068666829e-02
7.005000000000000782e+00,8.470646385890276964e-01,5.987498106419372051e-02
7.012500000000000178e+00,8.473727367357096751e-01,5.988813685078615834e-02
7.020000000000000462e+00,8.474310077729148016e-01,5.989300819168279222e-02
7.027500000000000746e+00,8.472548372895578606e-01,5.988865208774686588e-02
7.035000000000000142e+00,8.468586788388625664e-01,5.987431314099135593e-02
7.042500000000000426e+00,8.466906268561612547e-01,5.985718429911274924e-02
7.050000000000000711e+00,8.471998347929473594e-01,5.987632613097809003e-02
7.057500000000000995e+00,8.474457781414620472e-01,5.988800270634478395e-02
7.065000000000000391e+00,8.474446823516356142e-01,5.989117107061632528e-02
7.072500000000000675e+00,8.472118036133255981e-01,5.988489461438224748e-02
7.080000000000000959e+00,8.467614669656450266e-01,5.986854016046010835e-02
7.087500000000000355e+00,8.468831025866987439e-01,5.985984556935353140e-02
7.095000000000000639e+00,8.473238396614198864e-01,5.987764464306947337e-02
7.102500000000000924e+00,8.475044683182914040e-01,5.988766905464199680e-02
7.110000000000000320e+00,8.474410679234573029e-01,5.988894586348923743e-02
7.117500000000000604e+00,8.471487493856973972e-01,5.988055350916354769e-02
7.125000000000000888e+00,8.466416942676313617e-01,5.986210861564520563e-02
7.132500000000000284e+00,8.470647555769428294e-01,5.986263545091643351e-02
7.140000000000000568e+00,8.474338189204979610e-01,5.987885215218935464e-02
7.147500000000000853e+00,8.475461581572645287e-01,5.988704185614866088e-02
7.155000000000000249e+00,8.474176900922391065e-01,5.988622973854942216e-02
7.162500000000000533e+00,8.470633648377617897e-01,5.987552513959430722e-02
7.170000000000000817e+00,8.466682458716252579e-01,5.985516617174637538e-02
7.177500000000000213e+00,8.472324985819437160e-01,5.986539701399379992e-02
7.185000000000000497e+00,8.475268870364000007e-01,5.987985499327251604e-02
7.192500000000000782e+00,8.475681524371985187e-01,5.988601725952993893e-02
7.200000000000000178e+00,8.473720329409548668e-01,5.988291024407182972e-02
7.207500000000000462e+00,8.469533027650217871e-01,5.986970516124708042e-02
7.215000000000000746e+00,8.469004228073945262e-01,5.984935705522460847e-02
7.222500000000001030e+00,8.473832031763526285e-01,5.986803764939919309e-02
7.230000000000000426e+00,8.476001220334986597e-01,5.988054967840802933e-02
7.237500000000000711e+00,8.475677236738597964e-01,5.988448110336178076e-02
7.245000000000000995e+00,8.473015519624718106e-01,5.987886569931444997e-02
7.252500000000000391e+00,8.468161905896084418e-01,5.986300354264556534e-02
7.260000000000000675e+00,8.471152003431471345e-01,5.985220476756137470e-02
7.267500000000000959e+00,8.475137152877573188e-01,5.987045496748286122e-02
7.275000000000000355e+00,8.476505800007032576e-01,5.988082226534614111e-02
7.282500000000000639e+00,8.475421256530730751e-01,5.988230850317104170e-02
7.290000000000000924e+00,8.472036866725554116e-01,5.987396672256807550e-02
7.297500000000000320e+00,8.467231263438100841e-01,5.985539852531875094e-02
7.305000000000000604e+00,8.473091876117352372e-01,5.985632715527196279e-02
7.312500000000000888e+00,8.476208703345847750e-01,5.987253607740708472e-02
7.320000000000000284e+00,8.476753092005403500e-01,5.988054771908773305e-02
7.327500000000000568e+00,8.474886065676586755e-01,5.987936366845728747e-02
7.335000000000000853e+00,8.470758728303920959e-01,5.986808070628684558e-02
7.342500000000000249e+00,8.469869412561249478e-01,5.984725092978269295e-02
7.350000000000000533e+00,8.474789957849689914e-01,5.986019660263546677e-02
7.357500000000000817e+00,8.477015078788852076e-01,5.987415687079878507e-02
7.365000000000000213e+00,8.476713636970102383e-01,5.987958930819654857e-02
7.372500000000000497e+00,8.474044216798152229e-01,5.987550028206287817e-02
7.380000000000000782e+00,8.469155541934103582e-01,5.986108513095304146e-02
7.387500000000000178e+00,8.472254970183983325e-01,5.984438173605244327e-02
7.395000000000000462e+00,8.476212532292092261e-01,5.986369022228718584e-02
7.402500000000000746e+00,8.477524857030787064e-01,5.987518128781739446e-02
7.410000000000001030e+00,8.476358164170766374e-01,5.987779812961643855e-02
7.417500000000000426e+00,8.472868454293532858e-01,5.987056327249561799e-02
7.425000000000000711e+00,8.468610606724232825e-01,5.985291507487100482e-02
7.432500000000000995e+00,8.474352090164291029e-01,5.984966945940924099e-02
7.440000000000000391e+00,8.477326199742990509e-01,5.986667324746797886e-02
7.447500000000000675e+00,8.477706932132095252e-01,5.987546059839914114e-02
7.455000000000000959e+00,8.475657715550145577e-01,5.987501297652268045e-02
7.462500000000000355e+00,8.471331829037443972e-01,5.986439433478089184e-02
7.470000000000000639e+00,8.471441767136378420e-01,5.984382927592488133e-02
7.477500000000000924e+00,8.476125387420192503e-01,5.985457032582278125e-02
7.485000000000000320e+00,8.478098013773252006e-01,5.986899805021064780e-02
7.492500000000000604e+00,8.477530640595766220e-01,5.987483277573656809e-02
7.500000000000000888e+00,8.474583762204118687e-01,5.987106106323199922e-02
7.507500000000000284e+00,8.469407805815939438e-01,5.985684931206751436e-02
7.515000000000000568e+00,8.473931436461409339e-01,5.983941460079343633e-02
7.522500000000000853e+00,8.477540075979039802e-01,5.985889932567256544e-02
7.530000000000000249e+00,8.478495608452085719e-01,5.987050339377377600e-02
7.537500000000000533e+00,8.476965878554086897e-01,5.987312213560515989e-02
7.545000000000000817e+00,8.473108312288447630e-01,5.986576095587435586e-02
7.552500000000000213e+00,8.470754696047536614e-01,5.984786592392270926e-02
7.560000000000000497e+00,8.476042995365699051e-01,5.984562364671306561e-02
7.567500000000000782e+00,8.478562095588186853e-01,5.986249658713854727e-02
7.575000000000000178e+00,8.478487314759179938e-01,5.987101379734637713e-02
7.582500000000000462e+00,8.475983208850456085e-01,5.987013963739837991e-02
7.590000000000000746e+00,8.471204009612701702e-01,5.985893183051477218e-02
7.597500000000001030e+00,8.473617885173022612e-01,5.983793515128915663e-02
7.605000000000000426e+00,8.477740700764417880e-01,5.985125815623822815e-02
7.612500000000000711e+00,8.479158225385104997e-01,5.986518791834338077e-02
7.620000000000000995e+00,8.478042265215134377e-01,5.987033917838367053e-02
7.627500000000000391e+00,8.474553957622636968e-01,5.986568481746293302e-02
7.635000000000000675e+00,8.470277109049592079e-01,5.985042517628087061e-02
7.642500000000000959e+00,8.476043157558208474e-01,5.983720730725707038e-02
7.650000000000000355e+00,8.478989794329105933e-01,5.985607713959944370e-02
7.657500000000000639e+00,8.479296184228228839e-01,5.986678434900957746e-02
7.665000000000000924e+00,8.477130487224950883e-01,5.986827511487694681e-02
7.672500000000000320e+00,8.472650301819779628e-01,5.985955209221307388e-02
7.680000000000000604e+00,8.473482328804048391e-01,5.984027663324614776e-02
7.687500000000000888e+00,8.477994229366697665e-01,5.984408834367255237e-02
7.695000000000000284e+00,8.479756596784310263e-01,5.985989363850086065e-02
7.702500000000000568e+00,8.478944719991757806e-01,5.986708199037736600e-02
7.710000000000000853e+00,8.475722988762357524e-01,5.986460451173146458e-02
7.717500000000000249e+00,8.470245352630549895e-01,5.985155106444321749e-02
7.725000000000000533e+00,8.476184732231409891e-01,5.983091514128530825e-02
7.732500000000000817e+00,8.479436034142502354e-01,5.985006394340171981e-02
7.740000000000000213e+00,8.480008593485165447e-01,5.986250605276367126e-02
7.747500000000000497e+00,8.478073695027161794e-01,5.986586248223288442e-02
7.755000000000000782e+00,8.473791845293945357e-01,5.985910278933866818e-02
7.762500000000001066e+00,8.473575434213612700e-01,5.984158936941653961e-02
7.770000000000000462e+00,8.478347868498479212e-01,5.983766845083708652e-02
7.777500000000000746e+00,8.480334807245167861e-01,5.985493425441550108e-02
7.785000000000001030e+00,8.479714523767528656e-01,5.986369824705869286e-02
7.792500000000000426e+00,8.476654182180191066e-01,5.986289465295702161e-02
7.800000000000000711e+00,8.471310304130753588e-01,5.985155373211054064e-02
7.807500000000000995e+00,8.476506210616171488e-01,5.983035121139052698e-02
7.815000000000000391e+00,8.479936729738286605e-01,5.984473265362420802e-02
7.822500000000000675e+00,8.480658186986961278e-01,5.985848679581627640e-02
7.830000000000000959e+00,8.478844495451265395e-01,5.986324004808331323e-02
7.837500000000000355e+00,8.474658594332838968e-01,5.985793917372263934e-02
7.845000000000000639e+00,8.473925751910941218e-01,5.984180916294023350e-02
7.852500000000000924e+00,8.478828254926448205e-01,5.983224615170299604e-02
7.860000000000000320e+00,8.480917877012986716e-01,5.985058746474484354e-02
7.867500000000000604e+00,8.480375361839151971e-01,5.986049504189958764e-02
7.875000000000000888e+00,8.477370154740913044e-01,5.986088861732070943e-02
7.882500000000000284e+00,8.472060878278599994e-01,5.985076237011367067e-02
7.890000000000000568e+00,8.477023596996405841e-01,5.983018231085968780e-02
7.897500000000000853e+00,8.480507082413064612e-01,5.984034009834837686e-02
7.905000000000000249e+00,8.481259639905285308e-01,5.985501071351067431e-02
7.912500000000000533e+00,8.479457300483725923e-01,5.986071834310287276e-02
7.920000000000000817e+00,8.475264947445309005e-01,5.985639238487541064e-02
7.927500000000000213e+00,8.474537013307409383e-01,5.984118734985116594e-02
7.935000000000000497e+00,8.479439339407266463e-01,5.982806611413169634e-02
7.942500000000000782e+00,8.481510249648712696e-01,5.984712186648456084e-02
7.950000000000001066e+00,8.480932430526173516e-01,5.985776537302940625e-02
7.957500000000000462e+00,8.477877102643995855e-01,5.985890234105865904e-02
7.965000000000000746e+00,8.472504506203841768e-01,5.984950373255180922e-02
7.972500000000001030e+00,8.477727912935770771e-01,5.982940973695068804e-02
7.980000000000000426e+00,8.481139888986650721e-01,5.983714424025589340e-02
7.987500000000000711e+00,8.481807778551888610e-01,5.985235740341955657e-02
7.995000000000000995e+00,8.479909206807629829e-01,5.985859815527849737e-02
8.002500000000001279e+00,8.475610500003714076e-01,5.985478187239816339e-02
8.009999999999999787e+00,8.475385406468263216e-01,5.984002889672534325e-02
8.017500000000000071e+00,8.480160685907149887e-01,5.982537813583841541e-02
8.025000000000000355e+00,8.482095105604456897e-01,5.984480442863234634e-02
8.032500000000000639e+00,8.481372752398167458e-01,5.985579438605708597e-02
8.040000000000000924e+00,8.478166102185880071e-01,5.985723864351500528e-02
8.047500000000001208e+00,8.472636516469943535e-01,5.984809359162893833e-02
8.055000000000001492e+00,8.478583790721644364e-01,5.982814557107009323e-02
8.062500000000000000e+00,8.481805337675912826e-01,5.983539589452953333e-02
8.070000000000000284e+00,8.482278541437715536e-01,5.985079220253940874e-02
8.077500000000000568e+00,8.480182081202976008e-01,5.985715948802789593e-02
8.085000000000000853e+00,8.475683209849314004e-01,5.985340176445999583e-02
8.092500000000001137e+00,8.476418919238863925e-01,5.983863163450838657e-02
8.100000000000001421e+00,8.480948157028841417e-01,5.982440225686772028e-02
8.107499999999999929e+00,8.482636321128950163e-01,5.984387218011118226e-02
8.115000000000000213e+00,8.481668336869844227e-01,5.985483010840301349e-02
8.122500000000000497e+00,8.478217397736164118e-01,5.985615719243130017e-02
8.130000000000000782e+00,8.473673863980754062e-01,5.984680293390053779e-02
8.137500000000001066e+00,8.479531561631353798e-01,5.982663639467980521e-02
8.145000000000001350e+00,8.482454386816329350e-01,5.983529131886016622e-02
8.152499999999999858e+00,8.482633542254656156e-01,5.985051850876878243e-02
8.160000000000000142e+00,8.480248200881460585e-01,5.985661423428098593e-02
8.167500000000000426e+00,8.475466007854073336e-01,5.985247404405383970e-02
8.175000000000000711e+00,8.477561411829246385e-01,5.983722978535651466e-02
8.182500000000000995e+00,8.481739168428039655e-01,5.982528193410357326e-02
8.190000000000001279e+00,8.483084764792065968e-01,5.984446868675944581e-02
8.197499999999999787e+00,8.481783381296699176e-01,5.985502162319769615e-02
8.205000000000000071e+00,8.478008372542510385e-01,5.985581513343832261e-02
8.212500000000000355e+00,8.475040986485916639e-01,5.984580089600904235e-02
8.220000000000000639e+00,8.480494819605663981e-01,5.982512300776696851e-02
8.227500000000000924e+00,8.483027083164268456e-01,5.983689815625756886e-02
8.235000000000001208e+00,8.482828981948168368e-01,5.985160708143818370e-02
8.242500000000001492e+00,8.480079604843864249e-01,5.985703975576482649e-02
8.250000000000000000e+00,8.474946440719569596e-01,5.985208722506843437e-02
8.257500000000000284e+00,8.478722829950423590e-01,5.983593759709907034e-02
8.265000000000000568e+00,8.482463218102639368e-01,5.982799723178759688e-02
8.272500000000000853e+00,8.483388971538201595e-01,5.984657227835266796e-02
8.280000000000001137e+00,8.481684928858885808e-01,5.985635341354105660e-02
8.287500000000001421e+00,8.477524039949855261e-01,5.985620845731029482e-02
8.294999999999999929e+00,8.476421679960344235e-01,5.984510418833573903e-02
8.302500000000000213e+00,8.481393195079389713e-01,5.982390372726677924e-02
8.310000000000000497e+00,8.483464911153927313e-01,5.984009157710488275e-02
8.317500000000000782e+00,8.482827423234239328e-01,5.985393998140498689e-02
8.325000000000001066e+00,8.479659157382958279e-01,5.985833138370742074e-02
8.332500000000001350e+00,8.474126900599237011e-01,5.985215824338110252e-02
8.339999999999999858e+00,8.479814054902997666e-01,5.983472720018277041e-02
8.347500000000000142e+00,8.483055658435081359e-01,5.983231268708299327e-02
8.355000000000000426e+00,8.483507716634589579e-01,5.984995812178368207e-02
8.362500000000000711e+00,8.481354140721633073e-01,5.985861701329032308e-02
8.370000000000000995e+00,8.476766925485771376e-01,5.985715372068820678e-02
8.377500000000001279e+00,8.477719624773998319e-01,5.984457039861820760e-02
8.385000000000001563e+00,8.482157122327192988e-01,5.982428111857962527e-02
8.392500000000000071e+00,8.483723725273861760e-01,5.984454144494819050e-02
8.400000000000000355e+00,8.482608834275134901e-01,5.985720764031852992e-02
8.407500000000000639e+00,8.478989665152887323e-01,5.986020948894470173e-02
8.415000000000000924e+00,8.475100357865518186e-01,5.985244983218915987e-02
8.422500000000001208e+00,8.480762077795129805e-01,5.983347705925094739e-02
8.430000000000001492e+00,8.483470443282742357e-01,5.983780047972104416e-02
8.437500000000000000e+00,8.483420345716060629e-01,5.985422424223246773e-02
8.445000000000000284e+00,8.480794233459842957e-01,5.986144614086510995e-02
8.452500000000000568e+00,8.475762648737573679e-01,5.985833197069767575e-02
8.460000000000000853e+00,8.478860045529599265e-01,5.984395292957741391e-02
8.467500000000001137e+00,8.482739792841863524e-01,5.982982848116719793e-02
8.475000000000001421e+00,8.483782868650382447e-01,5.984976754386271691e-02
8.482499999999999929e+00,8.482176965414114367e-01,5.986097153560056283e-02
8.490000000000000213e+00,8.478097614028741180e-01,5.986228881851674705e-02
8.497500000000000497e+00,8.476437237174517803e-01,5.985264616371983870e-02
8.505000000000000782e+00,8.481520536775815078e-01,5.983213398954764090e-02
8.512500000000001066e+00,8.483687565682980214e-01,5.984392064413689843e-02
8.520000000000001350e+00,8.483131273757061885e-01,5.985887806219972185e-02
8.527499999999999858e+00,8.480032203976658467e-01,5.986440724324317009e-02
8.535000000000000142e+00,8.474559041153889583e-01,5.985938217854336330e-02
8.542500000000000426e+00,8.479798252116270696e-01,5.984300236595118533e-02
8.550000000000000711e+00,8.483122512426705120e-01,5.983675234416072075e-02
8.557500000000000995e+00,8.483647567176426652e-01,5.985524370092266261e-02
8.565000000000001279e+00,8.481558999076960204e-01,5.986476937026474765e-02
8.572500000000001563e+00,8.477030289889644354e-01,5.986418329139134298e-02
8.580000000000000071e+00,8.477555359385584577e-01,5.985245665090040829e-02
8.587500000000000355e+00,8.482072698923966980e-01,5.983133993406997836e-02
8.595000000000000639e+00,8.483713228039727605e-01,5.985013448223181626e-02
8.602500000000000924e+00,8.482667602269926554e-01,5.986344822734413623e-02
8.610000000000001208e+00,8.479114142756263295e-01,5.986710785337830132e-02
8.617500000000001492e+00,8.474771199328831051e-01,5.986000464155805112e-02
8.625000000000000000e+00,8.480520081574458580e-01,5.984158010209886247e-02
8.632500000000000284e+00,8.483312643817113585e-01,5.984360742515850567e-02
8.640000000000000568e+00,8.483344653799609336e-01,5.986050791320062653e-02
8.647500000000000853e+00,8.480799321423985182e-01,5.986821905610612005e-02
8.655000000000001137e+00,8.475847847980229055e-01,5.986560226434602811e-02
8.662500000000001421e+00,8.478443676142767282e-01,5.985170448560264006e-02
8.669999999999999929e+00,8.482427283453629618e-01,5.983572860197953341e-02
8.677500000000000213e+00,8.483573894706636365e-01,5.985600529301606659e-02
