t,xcm,xcm_unwrapped,A,Iuv_global,Iuv_local
1.200000000000000094e-01,7.204198715466827707e+01,7.204198715466827707e+01,7.697788394321956051e-01,4.498470286363361048e-02,4.499635443467631807e-02
1.275000000000000022e-01,7.267863973514248244e+01,7.267863973514248244e+01,7.751533296771048187e-01,4.557193037672117170e-02,4.558303332934691976e-02
1.350000000000000089e-01,7.332190509056579231e+01,7.332190509056579231e+01,7.795085102016650058e-01,4.620251244324422024e-02,4.621317327230555633e-02
1.425000000000000155e-01,7.397205912320131915e+01,7.397205912320131915e+01,7.829535203655326736e-01,4.686050020065450628e-02,4.687073987147478277e-02
1.500000000000000222e-01,7.462945384527724002e+01,7.462945384527724002e+01,7.855939780871287192e-01,4.753204811191072410e-02,4.754194906281700855e-02
1.575000000000000011e-01,7.529440498972141427e+01,7.529440498972141427e+01,7.876038691953071158e-01,4.820612954033283437e-02,4.821569667041765428e-02
1.650000000000000078e-01,7.596710111457113612e+01,7.596710111457113612e+01,7.892026629024131434e-01,4.887274411834980486e-02,4.888201066039235543e-02
1.725000000000000144e-01,7.664760299520314391e+01,7.664760299520314391e+01,7.902763684654440235e-01,4.952444313838715723e-02,4.953346995697015254e-02
1.800000000000000211e-01,7.733601529895958038e+01,7.733601529895958038e+01,7.912073506814255586e-01,5.015485723726288009e-02,5.016363420437840170e-02
1.875000000000000278e-01,7.803241001297323010e+01,7.803241001297323010e+01,7.917866726190009308e-01,5.075783643645058463e-02,5.076638307817172430e-02
1.950000000000000067e-01,7.873640978330777784e+01,7.873640978330777784e+01,7.922710921616265001e-01,5.133021723784945284e-02,5.133854987329770220e-02
2.025000000000000133e-01,7.944801900198883970e+01,7.944801900198883970e+01,7.926096919146748965e-01,5.186791567214171783e-02,5.187604784404011710e-02
2.100000000000000200e-01,3.669367068066053950e-01,8.016693670680662365e+01,7.927764410532036621e-01,5.236859090622190266e-02,5.237650154802774016e-02
2.175000000000000266e-01,1.092674639638702594e+00,1.606926746396387387e+02,7.930146564328162118e-01,5.283076563861621722e-02,5.283849597920698554e-02
2.250000000000000056e-01,1.824915975341524055e+00,2.412249159753415597e+02,7.931372974669634868e-01,5.325293371327872310e-02,5.326049098728637826e-02
2.325000000000000122e-01,2.563049526725436511e+00,3.217630495267254673e+02,7.931617658380706315e-01,5.363588654821909579e-02,5.364324437161551579e-02
2.400000000000000189e-01,3.306591750440631916e+00,4.023065917504407025e+02,7.932821706679553664e-01,5.397930334314191697e-02,5.398649809346461881e-02
2.475000000000000255e-01,4.054936012980133064e+00,4.828549360129802039e+02,7.933364765842815247e-01,5.428433543513469517e-02,5.429133816940180657e-02
2.550000000000000044e-01,4.807451908489939640e+00,5.634074519084900885e+02,7.933202981228406614e-01,5.455327057950577069e-02,5.456011557485845875e-02
2.625000000000000111e-01,5.563433951556183921e+00,6.439634339515562260e+02,7.933705567573962059e-01,5.478835182152653333e-02,5.479500826607148350e-02
2.700000000000000178e-01,6.322420214951920414e+00,7.245224202149519215e+02,7.934110927961106619e-01,5.499152403071807388e-02,5.499802475179314809e-02
2.775000000000000244e-01,7.083732274391181249e+00,8.050837322743911955e+02,7.933915469409443810e-01,5.516642957826396049e-02,5.517274258340258697e-02
2.850000000000000311e-01,7.847003522709818490e+00,8.856470035227097242e+02,7.933892524216449305e-01,5.531552853685123283e-02,5.532168600748049031e-02
2.925000000000000377e-01,8.611705456215140941e+00,9.662117054562150997e+02,7.934359323676607456e-01,5.544180721343531376e-02,5.544777658168388579e-02
3.000000000000000444e-01,9.377578692136125937e+00,1.046777578692136103e+03,7.934265968769741439e-01,5.554780868747433153e-02,5.555358942813121842e-02
3.075000000000000511e-01,1.014437368445342003e+01,1.127344373684453330e+03,7.933783879055066324e-01,5.563643695255500454e-02,5.564206086602491858e-02
3.150000000000000022e-01,1.091185177541557216e+01,1.207911851775415244e+03,7.934384578999404969e-01,5.570971266473110500e-02,5.571514688987865005e-02
3.225000000000000089e-01,1.167983551506165618e+01,1.288479835515061495e+03,7.934442631532514500e-01,5.576987326510572662e-02,5.577511728861627577e-02
3.300000000000000155e-01,1.244825626063711077e+01,1.369048256260636890e+03,7.933948980938861917e-01,5.581913521041129839e-02,5.582422101756089050e-02
3.375000000000000222e-01,1.321705572737309353e+01,1.449617055727372644e+03,7.934288612637193649e-01,5.585871109537967477e-02,5.586360600137515314e-02
3.450000000000000289e-01,1.398603704229181233e+01,1.530186037042291446e+03,7.934515655146812119e-01,5.589063883042658804e-02,5.589534255109310235e-02
3.525000000000000355e-01,1.475524412123884055e+01,1.610755244121238320e+03,7.934198420267880580e-01,5.591612703420382330e-02,5.592063959187402317e-02
3.600000000000000422e-01,1.552465470390425040e+01,1.691324654703903661e+03,7.934109827770876588e-01,5.593622387757107156e-02,5.594057782175115845e-02
3.675000000000000488e-01,1.629418123643377214e+01,1.771894181236433269e+03,7.934511677842083222e-01,5.595189378429916982e-02,5.595605665811567708e-02
3.750000000000000555e-01,1.706377884695627145e+01,1.852463778846955620e+03,7.934374473735475997e-01,5.596420806008186449e-02,5.596817986163096087e-02
3.825000000000000067e-01,1.783349073537852547e+01,1.933033490735377882e+03,7.933862996217574404e-01,5.597391146859612837e-02,5.597772470273468942e-02
3.900000000000000133e-01,1.860330189282848323e+01,2.013603301892827858e+03,7.934441060581127747e-01,5.598106682526817618e-02,5.598468913664708668e-02
3.975000000000000200e-01,1.937308347700836819e+01,2.094173083477007822e+03,7.934484454770337480e-01,5.598679644207080197e-02,5.599022838158488474e-02
4.050000000000000266e-01,2.014293827160113537e+01,2.174742938271600451e+03,7.933981687708822061e-01,5.599128650581211564e-02,5.599456066633389656e-02
4.125000000000000333e-01,2.091287291278638705e+01,2.255312872912786133e+03,7.934308020355984592e-01,5.599442758882540450e-02,5.599751166396804702e-02
4.200000000000000400e-01,2.168275737699173078e+01,2.335882757376991322e+03,7.934531426107592766e-01,5.599701166303627103e-02,5.599990575725585090e-02
4.275000000000000466e-01,2.245267082579000473e+01,2.416452670825789937e+03,7.934212702430072373e-01,5.599904469759644371e-02,5.600174927194193769e-02
4.350000000000000533e-01,2.322263662162178832e+01,2.497022636621622041e+03,7.934114437762668226e-01,5.600053377133133031e-02,5.600308163834066127e-02
4.425000000000000600e-01,2.399259745678188693e+01,2.577592597456782187e+03,7.934516830406993515e-01,5.600157485072945057e-02,5.600393368259398014e-02
4.500000000000000111e-01,2.476252774043509675e+01,2.658162527740435507e+03,7.934381031005308671e-01,5.600250104055155831e-02,5.600467093881539987e-02
4.575000000000000178e-01,2.553249635493781966e+01,2.738732496354938576e+03,7.933861300168655317e-01,5.600336980408268661e-02,5.600538384866639297e-02
4.650000000000000244e-01,2.630250393310769041e+01,2.819302503933108710e+03,7.934441489945973647e-01,5.600371835616433508e-02,5.600554430978666592e-02
4.725000000000000311e-01,2.707243193022146599e+01,2.899872431930222774e+03,7.934487381629130587e-01,5.600426736115009241e-02,5.600590530375570281e-02
4.800000000000000377e-01,2.784239714973800517e+01,2.980442397149739463e+03,7.933987392235055669e-01,5.600480718052180257e-02,5.600628998541910125e-02
4.875000000000000444e-01,2.861241397597162717e+01,3.061012413975973232e+03,7.934305988380284669e-01,5.600496068856197773e-02,5.600625641270588762e-02
4.950000000000000511e-01,2.938235972163706933e+01,3.141582359721638568e+03,7.934532296500373949e-01,5.600529969689767990e-02,5.600640864375291961e-02
5.025000000000000577e-01,3.015231817862907704e+01,3.222152318178631049e+03,7.934216624906017534e-01,5.600564701528742279e-02,5.600657029545498544e-02
5.100000000000000089e-01,3.092231724925740011e+01,3.302722317249259504e+03,7.934110816940149746e-01,5.600587912182480865e-02,5.600665080448627431e-02
5.175000000000000711e-01,3.169230378263848635e+01,3.383292303782640829e+03,7.934516253355131665e-01,5.600598102528505512e-02,5.600657287425007957e-02
5.250000000000000222e-01,3.246225299609815806e+01,3.463862252996100324e+03,7.934383597278386047e-01,5.600621059885099035e-02,5.600663135880878940e-02
5.325000000000000844e-01,3.323223630308846310e+01,3.544432236303091031e+03,7.933856430481254218e-01,5.600656598613639597e-02,5.600685716206634662e-02
5.400000000000000355e-01,3.400225650565162283e+01,3.625002256505654259e+03,7.934439704395133131e-01,5.600653096203524195e-02,5.600668703643402885e-02
5.475000000000000977e-01,3.477219459860532424e+01,3.705572194598608348e+03,7.934488760377556016e-01,5.600680024472706048e-02,5.600685722686969681e-02
5.550000000000000488e-01,3.554216877470180691e+01,3.786142168774704714e+03,7.933992012389303738e-01,5.600713090878720740e-02,5.600714121426672576e-02
5.625000000000000000e-01,3.631219371698090015e+01,3.866712193716984075e+03,7.934303091190914037e-01,5.600713379993132318e-02,5.600713379993133706e-02
5.700000000000000622e-01,3.708214844510386143e+01,3.947282148445107396e+03,7.934532557630988858e-01,5.600735643302637984e-02,5.600735643302639372e-02
5.775000000000000133e-01,3.785211491244205462e+01,4.027852114912445813e+03,7.934220116137431500e-01,5.600761913913267914e-02,5.600761913913268608e-02
5.850000000000000755e-01,3.862212203456233084e+01,4.108422122034566200e+03,7.934106850360564955e-01,5.600779226065953631e-02,5.600779226065953631e-02
5.925000000000000266e-01,3.939211788314803897e+01,4.188992117883151877e+03,7.934515428783436297e-01,5.600784569582168554e-02,5.600784569582167860e-02
6.000000000000000888e-01,4.016207593554734956e+01,4.269562075935551547e+03,7.934385984289994420e-01,5.600803976612776791e-02,5.600803976612777485e-02
6.075000000000000400e-01,4.093206837800731535e+01,4.350132068378011354e+03,7.933851415569994625e-01,5.600837256276466891e-02,5.600837256276466197e-02
6.150000000000001021e-01,4.170209895755481710e+01,4.430702098957559429e+03,7.934437810646313149e-01,5.600831741613798709e-02,5.600831741613798709e-02
6.225000000000000533e-01,4.247204685771212240e+01,4.511272046857717214e+03,7.934490054318436014e-01,5.600857717268394043e-02,5.600857717268393349e-02
6.300000000000000044e-01,4.324203101979024666e+01,4.591842031019795286e+03,7.933996554758077080e-01,5.600890310268809291e-02,5.600890310268807903e-02
6.375000000000000666e-01,4.401206518650742794e+01,4.672412065186512336e+03,7.934300099359588021e-01,5.600891943581001731e-02,5.600891943581002425e-02
6.450000000000000178e-01,4.478202855099106472e+01,4.752982028550995892e+03,7.934532626094895624e-01,5.600917549548347502e-02,5.600917549548346114e-02
6.525000000000000799e-01,4.555199900116225820e+01,4.833551999001168042e+03,7.934223077652584610e-01,5.600952224036490068e-02,5.600952224036489374e-02
6.600000000000000311e-01,4.632200228548391152e+01,4.914122002285489543e+03,7.934101681135149464e-01,5.600987768644119513e-02,5.600987768644118819e-02
6.675000000000000933e-01,4.709198100978962032e+01,4.994691981009795199e+03,7.934511212830787086e-01,5.601027601115338844e-02,5.601027601115338150e-02
6.750000000000000444e-01,4.786189487368447715e+01,5.075261894873690835e+03,7.934379333240090260e-01,5.601110285681647205e-02,5.601110285681645123e-02
6.825000000000001066e-01,4.863180048186109161e+01,5.155831800481867504e+03,7.933828358702419425e-01,5.601255322288428012e-02,5.601255322288428012e-02
6.900000000000000577e-01,4.940168179480919264e+01,5.236401681794815886e+03,7.934393145963127836e-01,5.601431720824136262e-02,5.601431720824135568e-02
6.975000000000000089e-01,5.017139023187188940e+01,5.316971390231878104e+03,7.934396151701276212e-01,5.601739706389870926e-02,5.601739706389870926e-02
7.050000000000000711e-01,5.094101214901763086e+01,5.397541012149024027e+03,7.933801998947037637e-01,5.602183164018176287e-02,5.602183164018175593e-02
7.125000000000000222e-01,5.171052149435146106e+01,5.478110521494358181e+03,7.933974035088582344e-01,5.602777539950127422e-02,5.602777539950126034e-02
7.200000000000000844e-01,5.247975274128954482e+01,5.558679752741296397e+03,7.933927520495483998e-01,5.603619271237388066e-02,5.603619271237388066e-02
7.275000000000000355e-01,5.324872755951943049e+01,5.639248727559526742e+03,7.933153470951151975e-01,5.604728912294502235e-02,5.604728912294501542e-02
7.350000000000000977e-01,5.401741651202610228e+01,5.719817416512033560e+03,7.932575769011552813e-01,5.606181671521558857e-02,5.606181671521559551e-02
7.425000000000000488e-01,5.478569952058182224e+01,5.800385699520589696e+03,7.932043539039106417e-01,5.608022185928072251e-02,5.608022185928071557e-02
7.500000000000001110e-01,5.555347291530284792e+01,5.880953472915311067e+03,7.930546218038030393e-01,5.610336437763973477e-02,5.610336437763973477e-02
7.575000000000000622e-01,5.632073183355960566e+01,5.961520731833567879e+03,7.928908343682307125e-01,5.613150163374441837e-02,5.613150163374441837e-02
7.650000000000000133e-01,5.708739703719805192e+01,6.042087397037205847e+03,7.927222432940177477e-01,5.616545403673951775e-02,5.616545403673950387e-02
7.725000000000000755e-01,5.785326307772587029e+01,6.122653263077734664e+03,7.924244490890514081e-01,5.620611427055734188e-02,5.620611427055732801e-02
7.800000000000000266e-01,5.861836081223982120e+01,6.203218360812248648e+03,7.921254423620001095e-01,5.625336500282931973e-02,5.625336500282931973e-02
7.875000000000000888e-01,5.938262050960295113e+01,6.283782620509611661e+03,7.917586525965942812e-01,5.630752873920686491e-02,5.630752873920686491e-02
7.950000000000000400e-01,6.014583949107730376e+01,6.364345839491085826e+03,7.912358831354351363e-01,5.636982333416979546e-02,5.636982333416979546e-02
8.025000000000001021e-01,6.090800960666732777e+01,6.444908009606676387e+03,7.907702027316768634e-01,5.643988374360436877e-02,5.643988374360436877e-02
8.100000000000000533e-01,6.166908587937724917e+01,6.525469085879386512e+03,7.901117489375126812e-01,5.651755905684485715e-02,5.651755905684487102e-02
8.175000000000001155e-01,6.242894229414293505e+01,6.606028942294152330e+03,7.894388530973162066e-01,5.660314749944089091e-02,5.660314749944089785e-02
8.250000000000000666e-01,6.318747462731361964e+01,6.686587474627322990e+03,7.886276777360118340e-01,5.669680167454024117e-02,5.669680167454024117e-02
8.325000000000000178e-01,6.394469264252121832e+01,6.767144692642531481e+03,7.877499027348394689e-01,5.679798287560492570e-02,5.679798287560493264e-02
8.400000000000000799e-01,6.470054196161318316e+01,6.847700541961623458e+03,7.867550729957137889e-01,5.690619935919160460e-02,5.690619935919159766e-02
8.475000000000000311e-01,6.545484004461177108e+01,6.928254840044622142e+03,7.856910263592780108e-01,5.702174580315282765e-02,5.702174580315283459e-02
8.550000000000000933e-01,6.620765679758358147e+01,7.008807656797594063e+03,7.844784108821200030e-01,5.714348685631155667e-02,5.714348685631157054e-02
8.625000000000000444e-01,6.695896224193751323e+01,7.089358962241947665e+03,7.832478177979508294e-01,5.727076585221509142e-02,5.727076585221509142e-02
8.700000000000001066e-01,6.770858014452575446e+01,7.169908580144536245e+03,7.818131194956724483e-01,5.740369353105113925e-02,5.740369353105113231e-02
8.775000000000000577e-01,6.845657085755925664e+01,7.250456570857570114e+03,7.803983590218699362e-01,5.754109835767217546e-02,5.754109835767218240e-02
8.850000000000001199e-01,6.920292522958175141e+01,7.331002925229592620e+03,7.788363395994657434e-01,5.768212376263443658e-02,5.768212376263441576e-02
8.925000000000000711e-01,6.994752061248867392e+01,7.411547520612500193e+03,7.771099783779917836e-01,5.782657957801598525e-02,5.782657957801598525e-02
9.000000000000000222e-01,7.069034875906511672e+01,7.492090348759076733e+03,7.754305944840537146e-01,5.797363916752004687e-02,5.797363916752005381e-02
9.075000000000000844e-01,7.143144050161313885e+01,7.572631440501624638e+03,7.736071814483297393e-01,5.812205196922072548e-02,5.812205196922073241e-02
9.150000000000000355e-01,7.217069835422239521e+01,7.653170698354234446e+03,7.716531922495617479e-01,5.827151357319670238e-02,5.827151357319670932e-02
9.225000000000000977e-01,7.290807991908017982e+01,7.733708079919092597e+03,7.696133700279639278e-01,5.842154871962450952e-02,5.842154871962450258e-02
9.300000000000000488e-01,7.364363876798753950e+01,7.814243638767999983e+03,7.675761160070988520e-01,5.857107705764439537e-02,5.857107705764438149e-02
9.375000000000001110e-01,7.437726381932064612e+01,7.894777263819332802e+03,7.654332652873864218e-01,5.871999423346166425e-02,5.871999423346164343e-02
9.450000000000000622e-01,7.510893227499232694e+01,7.975308932275004736e+03,7.631965615233421429e-01,5.886788402642866014e-02,5.886788402642863932e-02
9.525000000000001243e-01,7.583870487123678572e+01,8.055838704871249320e+03,7.608763774670637137e-01,5.901377500872339449e-02,5.901377500872339449e-02
9.600000000000000755e-01,7.656640211797235906e+01,8.136366402117985672e+03,7.584817120971411031e-01,5.915809316824249819e-02,5.915809316824251207e-02
9.675000000000000266e-01,7.729210100932633054e+01,8.216892101009339967e+03,7.560201893860071243e-01,5.930006666310278646e-02,5.930006666310278646e-02
9.750000000000000888e-01,7.801578236860260063e+01,8.297415782368614600e+03,7.534980571311405972e-01,5.943927763531565295e-02,5.943927763531567376e-02
9.825000000000000400e-01,7.873732155911507391e+01,8.377937321559125849e+03,7.509201845160777822e-01,5.957608926045131897e-02,5.957608926045130510e-02
9.900000000000001021e-01,7.945684764663738520e+01,8.458456847646648384e+03,7.482900573307241787e-01,5.970950823678162350e-02,5.970950823678160962e-02
9.975000000000000533e-01,3.741374812356638713e-01,8.459174137481246362e+03,7.456097700598348643e-01,5.984037280909353107e-02,5.984037280909354495e-02
1.005000000000000115e+00,1.089352964436058002e+00,8.539689352964445789e+03,7.428800143390186239e-01,5.996776324853746176e-02,5.996776324853746870e-02
1.012500000000000178e+00,1.802339565697755219e+00,8.620202339565707007e+03,7.401000635793826277e-01,6.009213889607101233e-02,6.009213889607102621e-02
1.020000000000000018e+00,2.513195529594608235e+00,8.700713195529602672e+03,7.372677538814274012e-01,6.021297885531848998e-02,6.021297885531850386e-02
1.027500000000000080e+00,3.221795143590555632e+00,8.781221795143597774e+03,7.343794617084800080e-01,6.033065825827171186e-02,6.033065825827172574e-02
1.035000000000000142e+00,3.928263733568034155e+00,8.861728263733573840e+03,7.314300791867097695e-01,6.044460806873769299e-02,6.044460806873768605e-02
1.042499999999999982e+00,4.632398871125066542e+00,8.942232398871130499e+03,7.284129883614764989e-01,6.055564512022706264e-02,6.055564512022708346e-02
1.050000000000000044e+00,5.334391487350931271e+00,9.022734391487356334e+03,7.253200362862332051e-01,6.066288291820211981e-02,6.066288291820212675e-02
1.057500000000000107e+00,6.034124446120895158e+00,9.103234124446125861e+03,7.223114572755254814e-01,6.076672335464542579e-02,6.076672335464541885e-02
1.065000000000000169e+00,6.731617558456250983e+00,9.183731617558460130e+03,7.192302813752589064e-01,6.086726868948971747e-02,6.086726868948970359e-02
1.072500000000000009e+00,7.426947320198263647e+00,9.264226947320201361e+03,7.160631833617931985e-01,6.096392435596482279e-02,6.096392435596480891e-02
1.080000000000000071e+00,8.119991087040101974e+00,9.344719991087042217e+03,7.127965007281118481e-01,6.105738456542789822e-02,6.105738456542789128e-02
1.087500000000000133e+00,8.810825073620019765e+00,9.425210825073621891e+03,7.096410324451868368e-01,6.114741642745227801e-02,6.114741642745228495e-02
1.095000000000000195e+00,9.499504618956153834e+00,9.505699504618956780e+03,7.064000371092093999e-01,6.123359497555337649e-02,6.123359497555337649e-02
1.102500000000000036e+00,1.018601726783949246e+01,9.586186017267838906e+03,7.030352300081664785e-01,6.131607897731387868e-02,6.131607897731387868e-02
1.110000000000000098e+00,1.087026525721640802e+01,9.666670265257214851e+03,6.997589827841663723e-01,6.139549014069024119e-02,6.139549014069024119e-02
1.117500000000000160e+00,1.155237085263936514e+01,9.747152370852638342e+03,6.964170106690670270e-01,6.147124552085721227e-02,6.147124552085721227e-02
1.125000000000000000e+00,1.223236967447721746e+01,9.827632369674474830e+03,6.929382104136265763e-01,6.154314974245071734e-02,6.154314974245072428e-02
1.132500000000000062e+00,1.291025426027350775e+01,9.908110254260271176e+03,6.896187050432809329e-01,6.161137477344301450e-02,6.161137477344302144e-02
1.140000000000000124e+00,1.358603738844240105e+01,9.988586037388438854e+03,6.861219900108912473e-01,6.167593262478517080e-02,6.167593262478516386e-02
1.147500000000000187e+00,1.425972295493652275e+01,1.006905972295493302e+04,6.826840022562082888e-01,6.173697233653274025e-02,6.173697233653274025e-02
1.155000000000000027e+00,1.493135589924632534e+01,1.014953135589924204e+04,6.791807162497557337e-01,6.179424466012550798e-02,6.179424466012547329e-02
1.162500000000000089e+00,1.560094152202348994e+01,1.023000094152201746e+04,6.756434456607166572e-01,6.184789781218631016e-02,6.184789781218631710e-02
1.170000000000000151e+00,1.626851463125528596e+01,1.031046851463124949e+04,6.721176402048656406e-01,6.189780201321927466e-02,6.189780201321927466e-02
1.177499999999999991e+00,1.693409085671710201e+01,1.039093409085671010e+04,6.685156524837209124e-01,6.194403901618836944e-02,6.194403901618838332e-02
1.185000000000000053e+00,1.759769466732826615e+01,1.047139769466732105e+04,6.649457776800853370e-01,6.198661290483076236e-02,6.198661290483076236e-02
1.192500000000000115e+00,1.825935626434672443e+01,1.055185935626433820e+04,6.613082676506371049e-01,6.202544638320273834e-02,6.202544638320272447e-02
1.200000000000000178e+00,1.891908699260342885e+01,1.063231908699259475e+04,6.576673512753994366e-01,6.206068048814563504e-02,6.206068048814563504e-02
1.207500000000000018e+00,1.957693523576763894e+01,1.071277693523575726e+04,6.540187511161373868e-01,6.209215886073762153e-02,6.209215886073762847e-02
1.215000000000000080e+00,2.023294335970584257e+01,1.079323294335969513e+04,6.502746251515282294e-01,6.211980276943319251e-02,6.211980276943319251e-02
1.222500000000000142e+00,2.088714637428189391e+01,1.087368714637427001e+04,6.466351059202499751e-01,6.214361824126211215e-02,6.214361824126211215e-02
1.230000000000000204e+00,2.153950519943575515e+01,1.095413950519942409e+04,6.427896025299273397e-01,6.216388638447914450e-02,6.216388638447914450e-02
1.237500000000000044e+00,2.219002171471442253e+01,1.103459002171470092e+04,6.391366546628760581e-01,6.218077360722296804e-02,6.218077360722295416e-02
1.245000000000000107e+00,2.283878433680417075e+01,1.111503878433678983e+04,6.353286964861758479e-01,6.219407056188819977e-02,6.219407056188820671e-02
1.252500000000000169e+00,2.348588822795642628e+01,1.119548588822794227e+04,6.314949647854098957e-01,6.220345256760970859e-02,6.220345256760968083e-02
1.260000000000000009e+00,2.413124724414171851e+01,1.127593124724412701e+04,6.277361262985462487e-01,6.220934893009910649e-02,6.220934893009909261e-02
1.267500000000000071e+00,2.477485333805001488e+01,1.135637485333803488e+04,6.237947062048126989e-01,6.221206940466215279e-02,6.221206940466213892e-02
1.275000000000000133e+00,2.541691275335039535e+01,1.143681691275333287e+04,6.199742969703548878e-01,6.221079094592057296e-02,6.221079094592055908e-02
1.282500000000000195e+00,2.605727643484208755e+01,1.151725727643482423e+04,6.160996519661757764e-01,6.220642028424591685e-02,6.220642028424591685e-02
1.290000000000000036e+00,2.669600178444299132e+01,1.159769600178442488e+04,6.120475061917441950e-01,6.219875732430826809e-02,6.219875732430826809e-02
1.297500000000000098e+00,2.733328395087620422e+01,1.167813328395085773e+04,6.081998032314188674e-01,6.218706660789152796e-02,6.218706660789151408e-02
1.305000000000000160e+00,2.796882805243874159e+01,1.175856882805241912e+04,6.042296298213943873e-01,6.217295096208970417e-02,6.217295096208970417e-02
1.312500000000000000e+00,2.860303539699411601e+01,1.183900303539697416e+04,6.000838861560594539e-01,6.215471705340685354e-02,6.215471705340685354e-02
1.320000000000000062e+00,2.923553737554350818e+01,1.191943553737552247e+04,5.961662329292877205e-01,6.213419302859889831e-02,6.213419302859889831e-02
1.327500000000000124e+00,2.986675453047961781e+01,1.199986675453045791e+04,5.921187155935276891e-01,6.210962698332966880e-02,6.210962698332966880e-02
1.335000000000000187e+00,3.049633197724427802e+01,1.208029633197722251e+04,5.878981303158640204e-01,6.208281279510265843e-02,6.208281279510265843e-02
1.342500000000000027e+00,3.112468659017393335e+01,1.216072468659015067e+04,5.838654070877229429e-01,6.205197876399921181e-02,6.205197876399921181e-02
1.350000000000000089e+00,3.175141445017292696e+01,1.224115141445014888e+04,5.797626127833279686e-01,6.201924915790143350e-02,6.201924915790141962e-02
1.357500000000000151e+00,3.237695380292912262e+01,1.232157695380290352e+04,5.754931952640707227e-01,6.198268526546479862e-02,6.198268526546479862e-02
1.365000000000000213e+00,3.300100664425976049e+01,1.240200100664423371e+04,5.712964169947520876e-01,6.194392732380614441e-02,6.194392732380614441e-02
1.372500000000000053e+00,3.362376508716710077e+01,1.248242376508714005e+04,5.671677567744939363e-01,6.190216078851887294e-02,6.190216078851887294e-02
1.380000000000000115e+00,3.424532927055149401e+01,1.256284532927052533e+04,5.628848464199424084e-01,6.185722979489188811e-02,6.185722979489188811e-02
1.387500000000000178e+00,3.486540309796451709e+01,1.264326540309793745e+04,5.584708497672965510e-01,6.181050466820425804e-02,6.181050466820426498e-02
1.395000000000000018e+00,3.548433225784925327e+01,1.272368433225782064e+04,5.543530982291549059e-01,6.176071359566858571e-02,6.176071359566860652e-02
1.402500000000000080e+00,3.610211534663513788e+01,1.280410211534660630e+04,5.500995586698316231e-01,6.170793798423374749e-02,6.170793798423374055e-02
1.410000000000000142e+00,3.671849275023195958e+01,1.288451849275020140e+04,5.457091852904677465e-01,6.165363361405063608e-02,6.165363361405064302e-02
1.417500000000000204e+00,3.733374207356016683e+01,1.296493374207353008e+04,5.413486952732757818e-01,6.159659432011950486e-02,6.159659432011950486e-02
1.425000000000000044e+00,3.794790726577222983e+01,1.304534790726574101e+04,5.371706234676988378e-01,6.153691797506843919e-02,6.153691797506844613e-02
1.432500000000000107e+00,3.856093572012619575e+01,1.312576093572009449e+04,5.328819449564980992e-01,6.147496175232515514e-02,6.147496175232513432e-02
1.440000000000000169e+00,3.917266754341694934e+01,1.320617266754338380e+04,5.284857844556208883e-01,6.141154473998084590e-02,6.141154473998084590e-02
1.447500000000000009e+00,3.978335998617669134e+01,1.328658335998614348e+04,5.241375367978096111e-01,6.134582035410587886e-02,6.134582035410587886e-02
